#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        1327    -5.55962    -5.50325  0.00364045
        1328    -5.48908    -5.50324  0.00363772
        1329    -5.45288     -5.5032  0.00363518
        1330    -5.44152    -5.50315  0.00363274
        1331    -5.43527     -5.5031  0.00363037
        1332    -5.43323    -5.50305  0.00362803
        1333    -5.41691    -5.50299  0.00362588
        1334    -5.42087    -5.50292  0.00362368
        1335    -5.44689    -5.50288  0.00362121
        1336    -5.50982    -5.50289  0.00361851
        1337    -5.60094    -5.50296  0.00361654
        1338    -5.57768    -5.50302  0.00361427
        1339    -5.59175    -5.50308  0.00361218
        1340    -5.62058    -5.50317  0.00361055
        1341    -5.59374    -5.50324  0.00360849
        1342    -5.68272    -5.50337  0.00360828
        1343    -5.64076    -5.50347  0.00360704
        1344    -5.62433    -5.50356  0.00360548
        1345    -5.45559    -5.50353  0.00360297
        1346    -5.40714    -5.50346  0.00360101
        1347    -5.42502     -5.5034   0.0035988
        1348    -5.40976    -5.50333   0.0035968
        1349    -5.31593    -5.50319  0.00359682
        1350    -5.32588    -5.50306  0.00359655
        1351    -5.40526    -5.50299  0.00359462
        1352    -5.43912    -5.50294  0.00359227
        1353     -5.4219    -5.50288  0.00359011
        1354    -5.53494     -5.5029  0.00358754
        1355     -5.5374    -5.50293  0.00358498
        1356    -5.48225    -5.50291  0.00358237
        1357    -5.49149     -5.5029  0.00357974
        1358    -5.55936    -5.50295  0.00357735
        1359    -5.45957    -5.50291  0.00357486
        1360    -5.44337    -5.50287   0.0035725
        1361    -5.49252    -5.50286  0.00356988
        1362     -5.3962    -5.50278  0.00356812
        1363    -5.48196    -5.50277  0.00356553
        1364    -5.44688    -5.50273  0.00356315
        1365    -5.34676    -5.50261  0.00356238
        1366     -5.2737    -5.50245  0.00356371
        1367    -5.37346    -5.50235  0.00356235
        1368    -5.35208    -5.50224  0.00356144
        1369    -5.39897    -5.50217  0.00355964
        1370    -5.32802    -5.50204  0.00355931
        1371    -5.33002    -5.50191  0.00355892
        1372    -5.30554    -5.50177   0.0035592
        1373    -5.36267    -5.50167  0.00355805
        1374    -5.42029    -5.50161  0.00355596
        1375    -5.34122    -5.50149  0.00355528
        1376    -5.41891    -5.50143  0.00355321
        1377    -5.43819    -5.50139  0.00355092
        1378     -5.3863     -5.5013  0.00354933
        1379    -5.34939    -5.50119  0.00354846
        1380    -5.39394    -5.50112  0.00354674
        1381     -5.4239    -5.50106  0.00354462
        1382    -5.42684    -5.50101  0.00354246
        1383    -5.40302    -5.50094   0.0035406
        1384    -5.35497    -5.50083  0.00353962
        1385    -5.40809    -5.50076  0.00353769
        1386    -5.41019     -5.5007  0.00353575
        1387    -5.48668    -5.50069  0.00353321
        1388    -5.46468    -5.50066  0.00353076
        1389    -5.30066    -5.50052  0.00353115
        1390     -5.3421     -5.5004  0.00353045
        1391    -5.33441    -5.50029  0.00352993
        1392    -5.29006    -5.50013  0.00353062
        1393    -5.34034    -5.50002  0.00352995
        1394    -5.46357    -5.49999  0.00352752
        1395    -5.46934    -5.49997  0.00352506
        1396    -5.43294    -5.49992  0.00352286
        1397    -5.33257     -5.4998  0.00352237
        1398    -5.39795    -5.49973  0.00352061
        1399    -5.43689    -5.49969  0.00351838
        1400    -5.45296    -5.49965  0.00351602
        1401    -5.56862     -5.4997  0.00351386
        1402    -5.58456    -5.49976  0.00351187
        1403    -5.59788    -5.49983  0.00351006
        1404      -5.579    -5.49989  0.00350802
        1405    -5.52767    -5.49991  0.00350558
        1406    -5.49731    -5.49991  0.00350308
        1407    -5.59404    -5.49997  0.00350123
        1408    -5.52968    -5.49999  0.00349881
        1409     -5.4311    -5.49995  0.00349667
        1410    -5.50988    -5.49995  0.00349419
        1411    -5.49235    -5.49995  0.00349172
        1412     -5.5024    -5.49995  0.00348925
        1413    -5.47627    -5.49993  0.00348682
        1414    -5.44638    -5.49989  0.00348456
        1415    -5.48775    -5.49989  0.00348211
        1416    -5.47041    -5.49986  0.00347971
        1417    -5.51825    -5.49988  0.00347728
        1418    -5.46231    -5.49985  0.00347493
        1419     -5.4194    -5.49979  0.00347294
        1420    -5.50391     -5.4998   0.0034705
        1421     -5.4438    -5.49976  0.00346828
        1422    -5.51961    -5.49977  0.00346587
        1423    -5.47099    -5.49975  0.00346349
        1424    -5.48426    -5.49974  0.00346108
        1425    -5.55588    -5.49978  0.00345887
        1426    -5.34229    -5.49967  0.00345821
        1427     -5.4469    -5.49963  0.00345598
        1428     -5.4694    -5.49961  0.00345363
        1429     -5.4796     -5.4996  0.00345124
        1430    -5.46594    -5.49957  0.00344891
        1431    -5.50698    -5.49958   0.0034465
        1432    -5.45309    -5.49955  0.00344425
        1433    -5.51017    -5.49955  0.00344185
        1434    -5.45188    -5.49952  0.00343961
        1435    -5.39313    -5.49945  0.00343801
        1436    -5.36485    -5.49935   0.0034369
        1437    -5.40054    -5.49928  0.00343519
        1438    -5.36058    -5.49919  0.00343416
        1439    -5.39317    -5.49911  0.00343256
        1440    -5.34316    -5.49901  0.00343189
        1441    -5.25252    -5.49884  0.00343376
        1442    -5.21192    -5.49864  0.00343714
        1443    -5.21928    -5.49844  0.00344021
        1444    -5.35163    -5.49834  0.00343933
        1445    -5.29827     -5.4982  0.00343973
        1446    -5.23075    -5.49802  0.00344232
        1447    -5.26931    -5.49786  0.00344357
        1448    -5.24689    -5.49769  0.00344555
        1449    -5.22999     -5.4975  0.00344812
        1450    -5.26038    -5.49734  0.00344962
        1451    -5.35374    -5.49724  0.00344866
        1452    -5.33872    -5.49713  0.00344802
        1453    -5.32854    -5.49701   0.0034476
        1454    -5.29883    -5.49688  0.00344792
        1455    -5.28579    -5.49673   0.0034486
        1456     -5.3726    -5.49665  0.00344728
        1457    -5.38153    -5.49657  0.00344582
        1458    -5.43271    -5.49652  0.00344374
        1459    -5.41525    -5.49647  0.00344183
        1460    -5.41743    -5.49641   0.0034399
        1461    -5.39499    -5.49634  0.00343824
        1462    -5.34415    -5.49624  0.00343747
        1463    -5.34557    -5.49614  0.00343666
        1464    -5.39645    -5.49607  0.00343499
        1465    -5.46312    -5.49605  0.00343272
        1466    -5.49082    -5.49604  0.00343038
        1467    -5.44627    -5.49601   0.0034282
        1468    -5.47285    -5.49599  0.00342591
        1469    -5.42591    -5.49595  0.00342391
        1470    -5.48429    -5.49594  0.00342159
        1471     -5.3516    -5.49584  0.00342067
        1472     -5.3303    -5.49573  0.00342019
        1473     -5.2207    -5.49554  0.00342296
        1474    -5.32494    -5.49543   0.0034226
        1475    -5.36024    -5.49533   0.0034215
        1476    -5.33993    -5.49523   0.0034208
        1477    -5.41025    -5.49517  0.00341897
        1478    -5.44255    -5.49514  0.00341684
        1479    -5.35118    -5.49504  0.00341592
        1480    -5.34415    -5.49494  0.00341513
        1481    -5.32475    -5.49482  0.00341476
        1482    -5.32425    -5.49471  0.00341439
        1483    -5.28315    -5.49456  0.00341507
        1484    -5.29336    -5.49443  0.00341546
        1485    -5.27004    -5.49428   0.0034165
        1486    -5.34541    -5.49418  0.00341567
        1487    -5.33202    -5.49407  0.00341511
        1488    -5.43257    -5.49403  0.00341307
        1489    -5.30045     -5.4939  0.00341325
        1490    -5.23516    -5.49372  0.00341537
        1491    -5.29204    -5.49359  0.00341576
        1492    -5.27055    -5.49344  0.00341674
        1493    -5.37428    -5.49336  0.00341538
        1494    -5.33063    -5.49325  0.00341483
        1495    -5.28459    -5.49311   0.0034154
        1496    -5.38833    -5.49304  0.00341384
        1497    -5.40255    -5.49298  0.00341209
        1498    -5.45183    -5.49295  0.00340992
        1499    -5.46105    -5.49293  0.00340772
        1500     -5.4507     -5.4929  0.00340556
        1501    -5.42062    -5.49285  0.00340363
        1502    -5.44612    -5.49282  0.00340151
        1503    -5.41888    -5.49277   0.0033996
        1504    -5.35393    -5.49268  0.00339859
        1505    -5.32623    -5.49257  0.00339813
        1506    -5.35395    -5.49248  0.00339712
        1507    -5.39018    -5.49241  0.00339555
        1508    -5.45792    -5.49239  0.00339337
        1509    -5.40958    -5.49233  0.00339157
        1510    -5.38495    -5.49226  0.00339007
        1511    -5.38345    -5.49219  0.00338859
        1512     -5.3718    -5.49211  0.00338728
        1513    -5.40071    -5.49205  0.00338558
        1514    -5.34379    -5.49195  0.00338476
        1515    -5.38593    -5.49188  0.00338325
        1516    -5.31127    -5.49176  0.00338312
        1517      -5.196    -5.49157   0.0033865
        1518    -5.22345    -5.49139  0.00338887
        1519    -5.25306    -5.49123  0.00339027
        1520    -5.20842    -5.49105  0.00339314
        1521    -5.28039    -5.49091  0.00339374
        1522    -5.21832    -5.49073  0.00339623
        1523    -5.23008    -5.49056  0.00339831
        1524    -5.37315    -5.49048  0.00339695
        1525     -5.3418    -5.49038  0.00339612
        1526    -5.44707    -5.49036  0.00339402
        1527    -5.42807    -5.49032  0.00339204
        1528    -5.52055    -5.49034  0.00338988
        1529    -5.47421    -5.49032  0.00338768
        1530    -5.52505    -5.49035  0.00338554
        1531    -5.45692    -5.49033   0.0033834
        1532    -5.39356    -5.49026  0.00338178
        1533    -5.42717    -5.49022  0.00337982
        1534    -5.38303    -5.49015  0.00337834
        1535    -5.41336     -5.4901  0.00337651
        1536     -5.3782    -5.49003   0.0033751
        1537    -5.49903    -5.49003  0.00337291
        1538    -5.45309    -5.49001   0.0033708
        1539    -5.49538    -5.49001  0.00336861
        1540    -5.44277    -5.48998  0.00336657
        1541    -5.37061    -5.48991  0.00336527
        1542    -5.42738    -5.48987  0.00336333
        1543    -5.40673    -5.48981  0.00336159
        1544    -5.36665    -5.48973  0.00336035
        1545    -5.37118    -5.48965  0.00335906
        1546    -5.40101     -5.4896  0.00335737
        1547    -5.44941    -5.48957   0.0033553
        1548    -5.39768    -5.48951  0.00335366
        1549    -5.37126    -5.48944  0.00335236
        1550    -5.48363    -5.48943   0.0033502
        1551    -5.47402    -5.48942  0.00334806
        1552    -5.47555    -5.48941  0.00334591
        1553    -5.44707    -5.48939  0.00334387
        1554    -5.54081    -5.48942  0.00334188
        1555    -5.64826    -5.48952  0.00334129
        1556    -5.52654    -5.48955  0.00333923
        1557    -5.62538    -5.48963  0.00333822
        1558    -5.58806     -5.4897  0.00333668
        1559     -5.5443    -5.48973  0.00333472
        1560    -5.48598    -5.48973  0.00333259
        1561    -5.38364    -5.48966  0.00333114
        1562    -5.35756    -5.48958  0.00333009
        1563    -5.37377     -5.4895  0.00332878
        1564    -5.32418     -5.4894  0.00332833
        1565    -5.33318     -5.4893   0.0033277
        1566    -5.20105    -5.48911  0.00333066
        1567    -5.21824    -5.48894  0.00333302
        1568    -5.31238    -5.48883  0.00333279
        1569    -5.30332    -5.48871  0.00333277
        1570    -5.38715    -5.48864  0.00333127
        1571    -5.32225    -5.48854  0.00333083
        1572    -5.30114    -5.48842  0.00333085
        1573    -5.36393    -5.48834  0.00332967
        1574    -5.34993    -5.48825  0.00332871
        1575    -5.41113     -5.4882  0.00332696
        1576    -5.27882    -5.48807   0.0033275
        1577    -5.32689    -5.48797  0.00332696
        1578    -5.32993    -5.48787  0.00332636
        1579    -5.23262    -5.48771  0.00332818
        1580    -5.26925    -5.48757  0.00332894
        1581    -5.41343    -5.48752  0.00332717
        1582    -5.47389    -5.48751  0.00332508
        1583     -5.4833    -5.48751  0.00332298
        1584    -5.53224    -5.48754    0.003321
        1585    -5.51891    -5.48756  0.00331896
        1586    -5.51228    -5.48757  0.00331691
        1587    -5.50789    -5.48759  0.00331484
        1588    -5.45179    -5.48756  0.00331283
        1589    -5.32399    -5.48746  0.00331234
        1590    -5.30025    -5.48734  0.00331235
        1591    -5.30768    -5.48723   0.0033122
        1592    -5.30435    -5.48711  0.00331211
        1593    -5.23586    -5.48696  0.00331378
        1594     -5.3752    -5.48689  0.00331244
        1595    -5.40731    -5.48684  0.00331074
        1596    -5.42018     -5.4868  0.00330893
        1597    -5.33701     -5.4867  0.00330819
        1598    -5.47601    -5.48669  0.00330613
        1599    -5.46154    -5.48668  0.00330409
        1600    -5.41952    -5.48664   0.0033023
        1601    -5.47051    -5.48663  0.00330025
        1602    -5.54906    -5.48667  0.00329842
        1603     -5.5612    -5.48671  0.00329669
        1604    -5.61532    -5.48679  0.00329561
        1605    -5.62346    -5.48688  0.00329466
        1606    -5.65841    -5.48698  0.00329433
        1607    -5.68943    -5.48711  0.00329469
        1608    -5.59181    -5.48718  0.00329329
        1609    -5.63797    -5.48727  0.00329257
        1610    -5.48708    -5.48727  0.00329053
        1611    -5.46837    -5.48726  0.00328851
        1612    -5.46177    -5.48724   0.0032865
        1613    -5.53617    -5.48727  0.00328461
        1614     -5.5599    -5.48732  0.00328288
        1615     -5.5274    -5.48734  0.00328094
        1616     -5.4636    -5.48733  0.00327894
        1617    -5.48312    -5.48732  0.00327692
        1618    -5.50593    -5.48734  0.00327491
        1619    -5.52803    -5.48736  0.00327299
        1620    -5.50346    -5.48737  0.00327098
        1621    -5.49152    -5.48737  0.00326896
        1622     -5.4068    -5.48732  0.00326733
        1623    -5.41567    -5.48728  0.00326561
        1624    -5.53218    -5.48731  0.00326372
        1625     -5.5812    -5.48737  0.00326222
        1626    -5.50134    -5.48737  0.00326022
        1627    -5.43433    -5.48734  0.00325838
        1628    -5.34144    -5.48725  0.00325761
        1629    -5.29001    -5.48713  0.00325786
        1630    -5.40545    -5.48708  0.00325625
        1631    -5.40007    -5.48703  0.00325469
        1632    -5.37227    -5.48696  0.00325346
        1633    -5.32893    -5.48686   0.0032529
        1634    -5.38959     -5.4868  0.00325146
        1635    -5.30838    -5.48669   0.0032513
        1636    -5.31522    -5.48659    0.003251
        1637    -5.45407    -5.48657  0.00324908
        1638     -5.3968    -5.48651  0.00324755
        1639    -5.40218    -5.48646  0.00324598
        1640    -5.43041    -5.48643  0.00324418
        1641    -5.35055    -5.48634  0.00324326
        1642    -5.34941    -5.48626  0.00324236
        1643    -5.26782    -5.48613  0.00324311
        1644    -5.38336    -5.48606  0.00324174
        1645    -5.35903    -5.48599  0.00324069
        1646    -5.39833    -5.48593  0.00323916
        1647    -5.36787    -5.48586  0.00323798
        1648    -5.42614    -5.48583  0.00323622
        1649    -5.43601     -5.4858   0.0032344
        1650      -5.281    -5.48567  0.00323482
        1651    -5.18737    -5.48549   0.0032379
        1652    -5.32295    -5.48539  0.00323744
        1653    -5.32437     -5.4853  0.00323694
        1654    -5.30161    -5.48518  0.00323689
        1655    -5.30906    -5.48508  0.00323668
        1656    -5.35866      -5.485  0.00323563
        1657    -5.32546    -5.48491  0.00323511
        1658    -5.33253    -5.48481  0.00323446
        1659    -5.38147    -5.48475  0.00323311
        1660    -5.38107    -5.48469  0.00323177
        1661    -5.39263    -5.48463   0.0032303
        1662    -5.38113    -5.48457  0.00322895
        1663    -5.43319    -5.48454  0.00322716
        1664    -5.39504    -5.48449  0.00322567
        1665    -5.42837    -5.48445  0.00322391
        1666    -5.53174    -5.48448   0.0032221
        1667    -5.47685    -5.48448  0.00322017
        1668    -5.48789    -5.48448  0.00321824
        1669    -5.42481    -5.48444  0.00321651
        1670    -5.55065    -5.48448  0.00321483
        1671    -5.59288    -5.48455  0.00321356
        1672    -5.46351    -5.48453  0.00321166
        1673     -5.4409    -5.48451  0.00320985
        1674    -5.41619    -5.48447  0.00320819
        1675    -5.45482    -5.48445  0.00320632
        1676    -5.38222    -5.48439  0.00320499
        1677    -5.39548    -5.48434  0.00320352
        1678     -5.3712    -5.48427  0.00320232
        1679    -5.31945    -5.48417  0.00320191
        1680    -5.46646    -5.48416  0.00320002
        1681     -5.3917     -5.4841  0.00319859
        1682     -5.4068    -5.48406  0.00319702
        1683    -5.45359    -5.48404  0.00319517
        1684    -5.47876    -5.48404  0.00319328
        1685    -5.50947    -5.48405  0.00319142
        1686    -5.49636    -5.48406  0.00318953
        1687    -5.34435    -5.48398  0.00318872
        1688    -5.42318    -5.48394  0.00318703
        1689    -5.39173    -5.48389  0.00318561
        1690    -5.34687    -5.48381  0.00318476
        1691    -5.40354    -5.48376  0.00318323
        1692     -5.4368    -5.48373  0.00318147
        1693    -5.47811    -5.48373  0.00317959
        1694    -5.46187    -5.48371  0.00317774
        1695    -5.44072    -5.48369  0.00317597
        1696    -5.44837    -5.48367  0.00317416
        1697    -5.41925    -5.48363  0.00317252
        1698    -5.50427    -5.48364  0.00317068
        1699    -5.49242    -5.48365  0.00316881
        1700    -5.44523    -5.48362  0.00316703
        1701    -5.41548    -5.48358  0.00316542
        1702    -5.36529    -5.48351  0.00316432
        1703     -5.3619    -5.48344  0.00316327
        1704    -5.43283    -5.48341  0.00316156
        1705    -5.47252    -5.48341  0.00315971
        1706    -5.48722    -5.48341  0.00315786
        1707    -5.43014    -5.48338  0.00315616
        1708    -5.38921    -5.48332  0.00315479
        1709     -5.4804    -5.48332  0.00315295
        1710     -5.4701    -5.48331  0.00315111
        1711    -5.44684    -5.48329  0.00314934
        1712    -5.49338     -5.4833  0.00314751
        1713    -5.45921    -5.48328   0.0031457
        1714    -5.48306    -5.48328  0.00314387
        1715    -5.46189    -5.48327  0.00314206
        1716     -5.4345    -5.48324  0.00314036
        1717    -5.36415    -5.48317  0.00313929
        1718    -5.39707    -5.48312  0.00313787
        1719    -5.47445    -5.48312  0.00313605
        1720    -5.38401    -5.48306  0.00313475
        1721    -5.40203    -5.48301  0.00313328
        1722    -5.32307    -5.48292  0.00313284
        1723    -5.44921     -5.4829  0.00313108
        1724    -5.40572    -5.48286  0.00312959
        1725    -5.32871    -5.48277  0.00312905
        1726    -5.38322    -5.48271  0.00312777
        1727    -5.34023    -5.48263  0.00312704
        1728    -5.37402    -5.48256  0.00312587
        1729    -5.40136    -5.48252  0.00312441
        1730    -5.39935    -5.48247  0.00312298
        1731    -5.35778     -5.4824    0.003122
        1732    -5.46395    -5.48239  0.00312022
        1733     -5.4152    -5.48235  0.00311866
        1734     -5.3498    -5.48227   0.0031178
        1735    -5.29745    -5.48217  0.00311782
        1736    -5.46589    -5.48216  0.00311604
        1737    -5.49217    -5.48216  0.00311425
        1738    -5.44665    -5.48214  0.00311252
        1739     -5.4962    -5.48215  0.00311074
        1740    -5.44712    -5.48213  0.00310902
        1741    -5.53517    -5.48216  0.00310738
        1742    -5.56732    -5.48221  0.00310599
        1743    -5.57415    -5.48226  0.00310465
        1744    -5.56213    -5.48231  0.00310321
        1745    -5.50932    -5.48232  0.00310147
        1746    -5.54179    -5.48236  0.00309988
        1747    -5.61421    -5.48243  0.00309902
        1748    -5.56624    -5.48248  0.00309762
        1749    -5.63837    -5.48257  0.00309713
        1750    -5.57172    -5.48262  0.00309578
        1751    -5.48616    -5.48262  0.00309401
        1752    -5.52633    -5.48265  0.00309235
        1753    -5.58175     -5.4827   0.0030911
        1754    -5.55267    -5.48274   0.0030896
        1755    -5.61816    -5.48282   0.0030888
        1756    -5.56755    -5.48287  0.00308742
        1757    -5.55894    -5.48291  0.00308596
        1758    -5.53205    -5.48294  0.00308434
        1759     -5.4875    -5.48294  0.00308258
        1760    -5.50585    -5.48296  0.00308086
        1761    -5.58454    -5.48301  0.00307965
        1762    -5.56581    -5.48306  0.00307826
        1763    -5.54798     -5.4831  0.00307673
        1764    -5.52074    -5.48312  0.00307506
        1765    -5.45822     -5.4831  0.00307335
        1766    -5.40532    -5.48306  0.00307193
        1767    -5.43751    -5.48303   0.0030703
        1768    -5.55291    -5.48307  0.00306882
        1769    -5.52381     -5.4831  0.00306717
        1770    -5.53321    -5.48313  0.00306557
        1771    -5.47007    -5.48312  0.00306384
        1772    -5.54339    -5.48315   0.0030623
        1773    -5.50845    -5.48317  0.00306061
        1774    -5.50437    -5.48318  0.00305891
        1775    -5.38818    -5.48312  0.00305765
        1776     -5.4331     -5.4831  0.00305606
        1777    -5.39073    -5.48304  0.00305478
        1778    -5.42835    -5.48301  0.00305322
        1779     -5.3765    -5.48295  0.00305209
        1780    -5.39765    -5.48291  0.00305075
        1781    -5.42819    -5.48288  0.00304919
        1782    -5.30308    -5.48277  0.00304915
        1783    -5.42108    -5.48274  0.00304764
        1784    -5.47446    -5.48274  0.00304593
        1785    -5.41176     -5.4827  0.00304449
        1786     -5.4675    -5.48269  0.00304279
        1787    -5.45533    -5.48267  0.00304113
        1788    -5.36292     -5.4826  0.00304017
        1789    -5.42581    -5.48257  0.00303863
        1790    -5.35379     -5.4825  0.00303779
        1791    -5.36454    -5.48244   0.0030368
        1792    -5.44735    -5.48242  0.00303517
        1793    -5.45945     -5.4824  0.00303351
        1794     -5.4443    -5.48238  0.00303189
        1795    -5.50495    -5.48239  0.00303023
        1796    -5.42613    -5.48236   0.0030287
        1797    -5.45735    -5.48235  0.00302705
        1798     -5.4245    -5.48232  0.00302554
        1799    -5.35525    -5.48225  0.00302468
        1800    -5.31404    -5.48215  0.00302444
        1801    -5.42111    -5.48212  0.00302295
        1802    -5.48893    -5.48212  0.00302128
        1803    -5.50856    -5.48214  0.00301964
        1804    -5.30213    -5.48204  0.00301961
        1805    -5.29523    -5.48193  0.00301971
        1806    -5.33071    -5.48185   0.0030192
        1807    -5.32132    -5.48176  0.00301884
        1808    -5.27971    -5.48165  0.00301923
        1809    -5.34078    -5.48157  0.00301857
        1810    -5.25524    -5.48145  0.00301949
        1811    -5.17796    -5.48128  0.00302247
        1812     -5.2832    -5.48117  0.00302278
        1813    -5.31077    -5.48108  0.00302257
        1814    -5.26514    -5.48096  0.00302325
        1815    -5.25776    -5.48083  0.00302408
        1816    -5.36836    -5.48077  0.00302305
        1817    -5.33001    -5.48069  0.00302253
        1818    -5.26895    -5.48057  0.00302311
        1819    -5.16728     -5.4804  0.00302635
        1820    -5.31688    -5.48031  0.00302602
        1821    -5.38967    -5.48026  0.00302476
        1822    -5.44336    -5.48024  0.00302317
        1823    -5.40397     -5.4802   0.0030218
        1824    -5.27964    -5.48009  0.00302215
        1825    -5.33642    -5.48001  0.00302152
        1826    -5.28312     -5.4799  0.00302178
        1827    -5.30744    -5.47981   0.0030216
        1828    -5.23321    -5.47967  0.00302296
        1829      -5.241    -5.47954  0.00302412
        1830    -5.29064    -5.47944  0.00302423
        1831    -5.39334    -5.47939  0.00302295
        1832    -5.35117    -5.47932  0.00302211
        1833    -5.40304    -5.47928  0.00302074
        1834    -5.43088    -5.47925  0.00301921
        1835    -5.40275    -5.47921  0.00301786
        1836     -5.4188    -5.47918  0.00301639
        1837    -5.47016    -5.47917  0.00301475
        1838    -5.41078    -5.47914  0.00301334
        1839    -5.40262     -5.4791  0.00301199
        1840    -5.39685    -5.47905  0.00301069
        1841    -5.42909    -5.47902  0.00300917
        1842    -5.41357    -5.47899  0.00300775
        1843    -5.39809    -5.47894  0.00300644
        1844    -5.41837    -5.47891  0.00300499
        1845    -5.41866    -5.47888  0.00300353
        1846    -5.44483    -5.47886  0.00300196
        1847    -5.43302    -5.47884  0.00300044
        1848    -5.49025    -5.47884  0.00299882
        1849    -5.48622    -5.47885   0.0029972
        1850    -5.43646    -5.47882  0.00299567
        1851    -5.43738     -5.4788  0.00299414
        1852    -5.48934    -5.47881  0.00299253
        1853    -5.46772     -5.4788  0.00299092
        1854    -5.50348    -5.47881  0.00298933
        1855    -5.48939    -5.47882  0.00298773
        1856    -5.48658    -5.47882  0.00298612
        1857    -5.44594    -5.47881  0.00298457
        1858    -5.41258    -5.47877  0.00298317
        1859    -5.22534    -5.47863  0.00298468
        1860     -5.2953    -5.47853   0.0029847
        1861     -5.2893    -5.47843  0.00298483
        1862    -5.36803    -5.47837  0.00298382
        1863    -5.26936    -5.47826  0.00298432
        1864    -5.14441    -5.47808  0.00298809
        1865    -5.24459    -5.47796  0.00298911
        1866    -5.32621    -5.47788  0.00298862
        1867    -5.32303    -5.47779  0.00298817
        1868    -5.32834    -5.47771  0.00298764
        1869    -5.45694     -5.4777  0.00298606
        1870    -5.52581    -5.47773  0.00298457
        1871     -5.5122    -5.47775  0.00298303
        1872    -5.51912    -5.47777  0.00298152
        1873    -5.50418    -5.47778  0.00297996
        1874    -5.46702    -5.47778  0.00297838
        1875    -5.49859    -5.47779  0.00297681
        1876    -5.55971    -5.47783  0.00297555
        1877    -5.43841    -5.47781  0.00297403
        1878     -5.4658     -5.4778  0.00297246
        1879    -5.41505    -5.47777  0.00297106
        1880    -5.32192    -5.47769  0.00297064
        1881    -5.48931    -5.47769  0.00296907
        1882     -5.5233    -5.47772  0.00296759
        1883    -5.50712    -5.47773  0.00296605
        1884     -5.4807    -5.47774  0.00296448
        1885     -5.3886    -5.47769  0.00296328
        1886    -5.45296    -5.47767  0.00296174
        1887    -5.48308    -5.47768  0.00296017
        1888    -5.60083    -5.47774  0.00295932
        1889    -5.67444    -5.47785  0.00295959
        1890    -5.56774    -5.47789   0.0029584
        1891    -5.50758    -5.47791  0.00295688
        1892    -5.54498    -5.47795  0.00295553
        1893    -5.54936    -5.47798  0.00295421
        1894    -5.46528    -5.47798  0.00295266
        1895     -5.4142    -5.47794  0.00295129
        1896     -5.4177    -5.47791  0.00294991
        1897    -5.42947    -5.47789  0.00294846
        1898    -5.53152    -5.47791  0.00294704
        1899      -5.588    -5.47797  0.00294606
        1900    -5.55686    -5.47801   0.0029448
        1901    -5.58537    -5.47807   0.0029438
        1902    -5.59891    -5.47813  0.00294293
        1903    -5.54468    -5.47817   0.0029416
        1904    -5.56833    -5.47822  0.00294043
        1905    -5.51001    -5.47823  0.00293894
        1906    -5.52469    -5.47826   0.0029375
        1907    -5.47164    -5.47825  0.00293596
        1908    -5.45762    -5.47824  0.00293444
        1909    -5.47925    -5.47824   0.0029329
        1910    -5.54085    -5.47828  0.00293155
        1911    -5.54539    -5.47831  0.00293022
        1912    -5.51172    -5.47833  0.00292874
        1913    -5.53687    -5.47836  0.00292737
        1914    -5.57267    -5.47841  0.00292626
        1915    -5.61819    -5.47848  0.00292564
        1916    -5.65032    -5.47857  0.00292549
        1917    -5.60495    -5.47864   0.0029247
        1918    -5.61671    -5.47871  0.00292407
        1919    -5.58403    -5.47876  0.00292306
        1920    -5.58482    -5.47882  0.00292206
        1921    -5.55944    -5.47886  0.00292084
        1922    -5.48179    -5.47886  0.00291932
        1923    -5.53326    -5.47889  0.00291794
        1924    -5.53754    -5.47892  0.00291658
        1925    -5.42216    -5.47889  0.00291521
        1926    -5.37923    -5.47884  0.00291416
        1927    -5.42785    -5.47881  0.00291277
        1928    -5.51651    -5.47883  0.00291132
        1929    -5.51786    -5.47885  0.00290988
        1930     -5.5362    -5.47888  0.00290853
        1931    -5.40899    -5.47885  0.00290725
        1932    -5.48521    -5.47885  0.00290574
        1933    -5.48755    -5.47885  0.00290424
        1934    -5.50328    -5.47887  0.00290277
        1935    -5.42738    -5.47884  0.00290139
        1936    -5.43661    -5.47882  0.00289997
        1937    -5.53117    -5.47885   0.0028986
        1938    -5.42401    -5.47882  0.00289724
        1939    -5.45246     -5.4788  0.00289578
        1940    -5.40374    -5.47877  0.00289455
        1941    -5.56999    -5.47881  0.00289344
        1942     -5.5786    -5.47886   0.0028924
        1943    -5.46457    -5.47886  0.00289093
        1944    -5.49435    -5.47886  0.00288945
        1945    -5.43962    -5.47884  0.00288803
        1946    -5.55289    -5.47888   0.0028868
        1947    -5.51072     -5.4789  0.00288536
        1948    -5.52011    -5.47892  0.00288396
        1949    -5.47908    -5.47892  0.00288248
        1950    -5.51136    -5.47894  0.00288105
        1951    -5.44555    -5.47892  0.00287963
        1952    -5.52125    -5.47894  0.00287823
        1953     -5.4937    -5.47895  0.00287677
        1954    -5.60539    -5.47901  0.00287602
        1955    -5.53539    -5.47904   0.0028747
        1956      -5.504    -5.47906  0.00287326
        1957    -5.49011    -5.47906  0.00287179
        1958    -5.53463    -5.47909  0.00287047
        1959    -5.49728     -5.4791  0.00286902
        1960    -5.53102    -5.47912  0.00286767
        1961    -5.56042    -5.47917  0.00286651
