Generation Loss_Best Loss_Average_Half
780 6222.59 6283.37
781 6222.59 6256.86
782 6222.59 6279.51
783 6222.59 6281.33
784 6222.59 6283.62
785 6222.59 6305.15
786 6222.59 6323.29
787 6222.59 6290.22
788 6222.59 6279.25
789 6222.59 6272.98
790 6222.59 6291.77
791 6222.59 6285.32
792 6222.59 6308.68
793 6222.59 6274.5
794 6222.59 6255.3
795 6222.59 6302.71
796 6222.59 6301.99
797 6222.59 6273.46
798 6222.59 6286.15
799 6222.59 6268.29
800 6222.59 6267.09
801 6222.59 6278.69
802 6222.59 6308.39
803 6222.59 6290.77
804 6222.59 6283.52
805 6222.59 6324.64
806 6222.59 6284.92
807 6222.59 6300.49
808 6222.59 6327.84
809 6222.59 6308.27
810 6222.59 6288.18
811 6222.59 6267.36
812 6222.59 6291.02
813 6222.59 6304.15
814 6222.59 6303.58
815 6222.59 6283.34
816 6222.59 6282.11
817 6222.59 6312.38
818 6222.59 6314.98
819 6222.59 6296.68
820 6222.59 6283.77
821 6222.59 6278.98
822 6222.59 6327.06
823 6222.59 6321.26
824 6222.59 6311.78
825 6222.59 6307.65
826 6222.59 6301.5
827 6222.59 6298.12
828 6222.59 6280.08
829 6222.59 6315.22
830 6222.59 6284.66
831 6222.59 6246.96
832 6222.59 6275.77
833 6222.59 6316.6
834 6222.59 6309.04
835 6222.59 6330.35
836 6222.59 6327.87
837 6222.59 6301.92
838 6222.59 6309.21
839 6222.59 6325.03
840 6222.59 6294.77
841 6222.59 6254.2
842 6222.59 6276.08
843 6222.59 6294.71
844 6222.59 6294.88
845 6222.59 6359.51
846 6222.59 6294.73
847 6222.59 6318.33
848 6222.59 6278.25
849 6222.59 6323.45
850 6222.59 6319.47
851 6222.59 6333.81
852 6222.59 6277.92
853 6222.59 6285.46
854 6222.59 6295.37
855 6222.59 6258.55
856 6222.59 6315.56
857 6222.59 6306.76
858 6222.59 6385.95
859 6222.59 6326.42
860 6222.59 6278.81
861 6222.59 6279.32
862 6222.59 6331.11
863 6222.59 6289.3
864 6222.59 6265.57
865 6222.59 6285.54
866 6222.59 6261.58
867 6222.59 6266.87
868 6222.59 6262.79
869 6222.59 6272.8
870 6222.59 6306.66
871 6222.59 6306.07
872 6222.59 6328.21
873 6222.59 6260.21
874 6222.59 6315.56
875 6222.59 6285.53
876 6222.59 6269.24
877 6222.59 6306.12
878 6222.59 6339.61
879 6222.59 6344.81
880 6222.59 6395.81
881 6222.59 6351.75
882 6222.59 6306.47
883 6222.59 6308.37
884 6222.59 6275.4
885 6222.59 6269.71
886 6222.59 6250.13
887 6222.59 6271.84
888 6222.59 6291.97
889 6222.59 6284.02
890 6222.59 6270.04
891 6222.59 6294.83
892 6222.59 6304.34
893 6222.59 6311.09
894 6222.59 6272.96
895 6222.59 6277.26
896 6222.59 6257.3
897 6222.59 6261.47
898 6222.59 6247.53
899 6222.59 6268.6
900 6222.59 6273.22
901 6222.59 6319.36
902 6222.59 6298.07
903 6222.59 6320.14
904 6222.59 6324.8
905 6222.59 6304.39
906 6222.59 6330.89
907 6222.59 6311.45
908 6222.59 6339
909 6222.59 6300.8
910 6222.59 6330.05
911 6222.59 6299.51
912 6222.59 6263.39
913 6222.59 6298.45
914 6222.59 6284.14
915 6222.59 6269.89
916 6222.59 6270.13
917 6222.59 6295.84
918 6222.59 6306.51
919 6222.59 6314.59
920 6222.59 6350.03
921 6222.59 6299.83
922 6222.59 6271.2
923 6222.59 6304.9
924 6222.59 6293.17
925 6222.59 6280.5
926 6222.59 6273.43
927 6222.59 6293.12
928 6222.59 6288.82
929 6222.59 6307.59
930 6222.59 6255.7
931 6222.59 6296.18
932 6222.59 6290.63
933 6222.59 6264.18
934 6222.59 6266.49
935 6222.59 6255.04
936 6222.59 6264.72
937 6222.59 6256.77
