Generation Loss_Best Loss_Average_Half
0 41172.6 47672
1 40286.6 45384.8
2 38462.4 43198.7
3 36567 41659.9
4 35953.2 40191.6
5 35576.2 38641.3
6 35113.5 36920.6
7 34081.6 36179.9
8 33552.4 35508.6
9 33131.9 34915.3
10 32194.1 34342.2
11 31979.9 33648.4
12 31289.9 32994.8
13 30748.4 32429.6
14 30048.6 31794.1
15 29749.3 31157.7
16 28696.5 30863.4
17 28325.1 30564.9
18 27671.7 30251.3
19 27414.6 29489
20 27021.2 28660.4
21 26286.4 27944.4
22 25743.6 27407
23 25438.7 26875
24 25048.7 26303.9
25 24537.8 25801.6
26 24186.7 25455.1
27 23994 25005.7
28 23500.9 24683.7
29 23336.1 24336.1
30 23136.9 24016.6
31 22478.6 23791
32 22209.3 23745.6
33 22209.3 23705.9
34 21975.4 23391
35 21864.6 23042.6
36 21746.8 22822
37 21567.8 22551.7
38 21203.5 22358.9
39 21203.5 22174.4
40 20997.6 21911.6
41 20660.2 21627.3
42 20502.8 21386.2
43 20291.1 21271.8
44 20087.5 21073.3
45 19653 20783.3
46 18546.6 20572
47 18546.6 20278.5
48 18209.2 19917.4
49 18096.7 19528.5
50 18083.3 19033.6
51 18010.3 18588.3
52 17731.1 18420.1
53 17552.5 18286.5
54 17330.2 18111.7
55 17262.3 17965.1
56 17257.3 17781.4
57 17055.3 17589.3
58 16763.6 17445.7
59 16763.6 17403.1
60 16374.3 17197.5
61 15290.3 16988.3
62 15235.1 16745.9
63 15235.1 16399.3
64 15166.1 15931.5
65 15166.1 15660
66 15068 15415.4
67 14961.5 15317.9
68 14825.4 15248.1
69 14773.2 15217
70 14773.2 15118.5
71 14709.3 15029.8
72 14620.5 14964.1
73 14556.6 14863.7
74 14376.2 14802.3
75 14263 14746.9
76 13878.6 14596
77 13742.5 14425.2
78 13339.6 14162.5
79 13247.5 14015.3
80 13058.9 13808
81 13019 13631.3
82 12880.2 13413.3
83 12880.2 13258.4
84 12695.1 13144.6
85 12655.1 13037.8
86 12611.5 12920.1
87 12572.5 12890.4
88 12572.5 12810
89 12556.2 12690
90 12534.2 12662.7
91 11660.9 12616.1
92 11660.9 12635.9
93 11614.4 12600.9
94 11556.2 12531.7
95 11556.2 12235.2
96 11460.9 11884.5
97 11435.5 11756.2
98 11364.8 11670.4
99 11289 11593.1
100 11117.3 11485.2
101 11041.5 11424.7
102 10831.3 11356.3
103 10755.5 11242.9
104 10633 11074.9
105 10576.5 10995.9
106 10576.5 10877.4
107 10558.1 10754.7
108 10457.1 10674.9
109 10438.7 10614.8
110 10358.3 10556
111 10358.3 10498.6
112 10353.6 10462.5
113 10304.3 10437.1
114 10281.2 10444.4
115 10210.7 10409.4
116 10113 10334.2
117 10108.3 10356
118 9939.28 10275.9
119 9880.14 10189.5
120 9759.93 10177.5
121 9759.06 10104.1
122 9744.1 10035.2
123 9739.43 9970.46
124 9636.76 9899.58
125 9531.02 9807.31
126 9444.38 9767.13
127 9430.57 9737.04
128 9430.57 9677.95
129 9430.57 9608.04
130 9364.11 9554.31
131 9364.11 9527.42
132 9361.82 9511.22
133 9347.89 9456.13
134 9227.79 9435.49
135 9225.5 9441.1
136 9144.09 9459.9
137 9144.09 9395.8
138 9127.87 9348.75
139 9076.53 9321.3
140 9060.31 9273.2
141 9060.31 9246.98
142 9060.31 9204.11
143 9030.35 9176.33
144 9014.81 9147.8
145 9000.37 9170.32
146 8984.84 9183.5
147 8938.12 9173.78
148 8922.58 9161.17
149 8921.26 9138.04
150 8921.26 9050.51
151 8704.56 9022.23
152 8614.36 9119.72
153 8614.36 9055.44
154 8614.36 9010.81
155 8614.36 8921.15
156 8603.45 8794.01
157 8603.45 8804.37
158 8602.01 8729.06
159 8591.11 8743.6
160 8591.11 8695.58
161 8591.11 8698.56
162 8591.11 8704.41
163 8591.11 8655.12
164 8591.11 8638.88
165 8570.87 8620.09
166 8098.15 8613.1
167 8098.15 8565.85
168 8098.15 8479.01
169 8098.15 8375.53
170 8098.15 8234.66
171 8098.15 8199.88
172 8098.15 8194.99
173 8098.15 8191.61
