Generation Loss_Best Loss_Average_Half
0 43000.5 47548.6
1 40970.7 45652.2
2 39076.5 43933.6
3 38181.8 42587.9
4 36421 41012.7
5 35571.1 39585.3
6 35328.1 38021.7
7 34367.7 36743.1
8 33375.4 35752.4
9 32739 34930.2
10 32060 34129.3
11 31271.1 33378.2
12 30824.3 32706.1
13 30193 32079.3
14 29584.1 31529.1
15 29183.6 30943
16 27719.2 30360.4
17 27456.1 30016.2
18 27162 29484.9
19 26599.7 28676.1
20 26187.3 27746.9
21 25401.2 27149.7
22 25141.7 26780.7
23 25027.1 26203.5
24 24116.7 25698
25 23998.9 25272.6
26 23437 24780.3
27 23205 24405.2
28 22980.1 23999.2
29 22548 23616.1
30 22357.8 23236.4
31 22232.3 22979.1
32 21836.8 22635.7
33 21586.7 22474.3
34 21531.7 22304.8
35 21080.1 22024.3
36 20938.4 21841.8
37 20938.4 21631.2
38 20852.5 21413.1
39 20586.8 21240.6
40 20435.3 21122.6
41 20269.2 21004.9
42 20011.3 20747.3
43 19713.6 20538.1
44 19585.9 20298.2
45 19355.7 20086.5
46 17823.8 19871
47 17688.7 19713.2
48 17688.7 19448.8
49 17514.3 18884.9
50 17276 18301.7
51 17058.8 18001.6
52 17057.7 17836.7
53 16791.3 17656.5
54 16699.1 17447.4
55 16538.7 17281.4
56 16211.6 17098.7
57 16211.6 16923.6
58 16162.3 16815.7
59 16162.3 16683.5
60 15796.3 16505.1
61 15445.9 16371
62 15236.5 16236.7
63 15235.5 16111.3
64 15068.8 15859.4
65 15034 15657.2
66 14819.2 15400.5
67 14512.8 15221.7
68 14104.4 15077.7
69 14104.4 14862.7
70 13993.8 14652.5
71 13942.8 14414.5
72 13876.5 14273.1
73 13424.4 14197.6
74 13381.1 14115.5
75 13180.4 14014.9
76 13180.4 13882.2
77 13152.3 13805.3
78 13003.4 13608.6
79 12994.7 13459.2
80 12978.5 13371.8
81 12814.8 13287
82 12788.9 13162.4
83 12787.9 13040.1
84 12695.8 12964.7
85 12644.3 12884.9
86 12597.5 12867.5
87 12481.2 12828.1
88 12423.3 12808.3
89 12371.8 12703.3
90 12328.4 12626.6
91 12212.3 12558.8
92 12117.4 12458.2
93 12107.8 12388.7
94 12093.8 12353.3
95 11989.5 12297.4
96 11965.9 12269.3
97 11906.5 12205.9
98 11906.5 12172.1
99 11896.8 12107.5
100 11839.6 12121.2
101 11683.2 12014.4
102 11602.7 11945.2
103 11602.7 11872.5
104 11570.2 11797
105 11467.1 11736.2
106 11152.2 11723.1
107 10948.4 11730.1
108 10815.4 11644.5
109 10805.2 11375
110 10805.2 11222.8
111 10720 11108.8
112 10592.2 10952.4
113 10496.7 10861.6
114 10451.3 10858
115 10383.1 10721.2
116 10329.6 10639.7
117 10319.4 10551.4
118 10205.8 10474.1
119 10197.7 10447.8
120 10197.7 10391.9
121 9672.55 10351.8
122 9672.55 10369.6
123 9645.56 10272.9
124 9614.8 10145.9
125 9587.81 9899.53
126 9533.3 9794.42
127 9411.35 9738.62
128 9387.08 9705.11
129 9387.08 9644.39
130 9344.96 9593.44
131 9335.05 9566.76
132 9335.05 9544.63
133 9299.77 9515.39
134 9259.17 9562.53
135 9255.66 9526.29
136 8845.69 9557.96
137 8722.49 9483.2
138 8682.78 9335.59
139 8632.99 9146.72
140 8609.85 9002.73
141 8605.17 8842.5
142 8605.17 8784.35
143 8605.17 8787.01
144 8530.74 8732.94
145 8508.35 8695.46
146 8508.35 8701.31
147 8508.35 8679.89
148 8427.88 8651.07
149 8427.88 8590.06
150 8427.88 8597.54
151 8337.85 8587.6
152 8274.69 8634.21
153 8224.91 8589.35
154 8224.91 8620.47
155 8198.41 8571.23
156 8198.41 8518.87
157 8198.41 8403.79
158 8174.01 8339.48
159 8153.11 8318.16
160 8153.11 8270.56
161 8153.11 8225.52
162 8128.71 8248.94
163 8084.85 8260.87
164 8084.85 8236.37
165 8084.85 8175.18
166 8084.85 8154.78
167 8084.85 8168.98
168 8084.85 8133.89
169 8084.85 8160.62
170 8084.85 8193.14
171 8062.97 8153.04
172 8044.97 8171.57
173 8019.85 8202.09
174 7979.97 8157.47
175 7964.94 8098.83
176 7944.44 8078.34
177 7929.41 8056.24
178 7929.41 8028.38
179 7929.41 8010.56
180 7929.41 8080.59
181 7929.41 8056.97
182 7879.42 8052.44
183 7879.42 7974.43
184 7879.42 8023.33
185 7879.42 7959.16
186 7879.42 7964.26
187 7879.42 7921.01
188 7742.85 7919.86
189 7742.85 8034.84
190 7742.85 8161.62
191 7742.85 8425.31
192 7742.85 8495.47
193 7742.85 8408.21
194 7742.85 8201.96
195 7724.56 8076.76
196 7604.39 8002.88
197 7604.39 8189.03
198 7604.39 8203.78
199 7604.39 8239.56
200 7604.39 8105.36
201 7604.39 7938.98
202 7604.39 7844.77
203 7604.39 7752.11
204 7604.39 7651.16
205 7577.09 7670.69
206 7577.09 7795.9
207 7577.09 7894.84
208 7574 8066.57
209 7574 8262.25
210 7466.72 8229.75
211 7456.94 8019.43
212 7456.94 8148.21
213 7456.94 8261.94
214 7456.94 8031.13
215 7456.94 7846.81
216 7456.94 7746.17
217 7456.62 7647.65
218 7456.62 7612
219 7456.62 7564.7
220 7456.62 7526.05
221 7456.62 7508.92
222 7450.5 7529.92
223 7448.94 7520.78
224 7448.94 7577.65
225 7448.94 7572.52
226 6993.85 7597.91
227 6993.85 7708.81
228 6993.85 7807.72
229 6993.85 7772.86
230 6993.85 7564.09
231 6983.39 7331.77
232 6983.39 7139.02
233 6979.12 7160.16
234 6979.12 7058.6
235 6914.47 7070.2
236 6914.47 7059.65
237 6914.47 7000.38
238 6914.47 6993.66
239 6914.47 6987.62
240 6914.47 6958.23
241 6846.41 6970.77
242 6846.41 7040.23
243 6835.03 7003.63
244 6835.03 6964.59
245 6835.03 6955.79
246 6835.03 6944.4
247 6835.03 6938.13
248 6833.13 6903.46
249 6831.2 6878.29
250 6829.3 6890.29
251 6829.3 6918.8
252 6829.3 6918.87
253 6829.3 6921.81
254 6829.3 6917.4
255 6829.3 6973.01
256 6826.19 6899.6
257 6822.36 6903.07
258 6822.36 6877.49
259 6803.96 6895.71
