Generation Loss_Best Loss_Average_Half
0 42779.4 47491.4
1 39726.4 45489.4
2 38724.1 43691.3
3 37893.3 42126.2
4 37192 40570.6
5 36050 39115.6
6 34876.2 38012.4
7 33989.3 37090.6
8 33716.4 36082.6
9 32076.7 35128.4
10 31981.4 34387.9
11 31252.6 33404
12 30649.5 32614.8
13 30089 31848
14 29262 31211
15 28044 30576.2
16 27880.5 29769.1
17 26694.5 29044.9
18 26426.9 28340
19 26163.9 27636.1
20 25930.5 27016.9
21 25459.9 26688.5
22 25125.8 26390.5
23 24996.3 26069
24 24645.3 25589.3
25 24318.9 25269.2
26 23854.5 24913
27 23433.3 24613.3
28 23089.7 24261.1
29 22887.5 23859.7
30 22557.3 23646
31 22327.4 23345.8
32 22085.8 23051.9
33 21776.9 22708.4
34 21522.9 22483.7
35 21092.5 22226.9
36 20663.8 21865.3
37 20208.8 21642.7
38 20034.7 21205.1
39 19688.9 20835.1
40 19662.7 20612.5
41 19144.5 20251.2
42 18982.5 19981.3
43 18815.2 19721.9
44 18367.9 19521.7
45 18014 19282.4
46 17856.9 19105.9
47 17662.9 18851.7
48 17662.9 18629.2
49 17598.2 18407.2
50 17209.1 18274.5
51 17003.2 17952.4
52 16950.8 17689.4
53 16842.8 17331.4
54 16781.5 17162.5
55 16417.3 17039.3
56 16236.9 16971
57 16015.3 16784.8
58 15843.1 16580.7
59 15747.2 16405.9
60 15636 16209.3
61 15540.1 16052.6
62 15228.7 15961.7
63 15228.7 15840.3
64 15098.7 15737.4
65 15096.8 15569.1
66 15056.3 15443.7
67 14924.4 15278.4
68 14863.8 15226.1
69 14713.1 15115.6
70 14541.9 15028.5
71 14541.9 14918.4
72 14344.9 14815.3
73 14268.7 14699
74 14173.2 14574.1
75 14071.7 14453.3
76 14071.7 14317.3
77 14041.1 14294.4
78 14012.4 14204.6
79 13973.6 14152.3
80 13795.3 14126.7
81 13794.3 14091.2
82 13775.8 14036.3
83 13629.7 14001.3
84 13629.7 13970.7
85 13195.2 13858.3
86 13195.2 13843.9
87 13195.2 13715
88 12953.9 13638.7
89 12953.9 13479.4
90 12787.2 13398.2
91 12245 13310
92 12160.2 13369.6
93 12115.3 13199.9
94 12004.9 12827.6
95 11997.8 12621.6
96 11830.9 12377.8
97 11774.9 12268.3
98 11708.1 12125.5
99 11557.9 12007.8
100 11466.7 11884.2
101 11316.4 11763.9
102 11306.9 11635.8
103 11288.2 11500.5
104 11278.6 11413
105 11242.7 11380.5
106 10517.7 11314.6
107 10364.3 11242.8
108 10305.5 11069.4
109 10236.8 10890.1
110 10166.7 10625.1
111 10161.9 10492
112 10146.1 10413.8
113 10141.3 10338
114 10030.3 10250.3
115 10002.2 10226.2
116 9969.61 10163.2
117 9908.4 10107.5
118 9884.51 10034.7
119 9861.7 10007.1
120 9784.82 9962.9
121 9432.05 9963.23
122 9275.6 9885.98
123 9241.67 9711.3
124 9178.08 9602.28
125 9178.08 9462.72
126 9173.41 9356.39
127 9098.69 9334.98
128 9094.02 9244.18
129 9067.77 9231.99
130 9063.1 9185.57
131 9063.1 9163.82
132 9053.07 9177.06
133 9053.07 9134.66
134 8930.17 9154.98
135 8930.17 9200.75
136 8878.26 9178.29
137 8846.52 9176.42
138 8784.27 9121.65
139 8708 9112.87
140 8708 9007.14
141 8656.1 8867.7
142 8634.07 8831.41
143 8582.16 8773.91
144 8579.38 8739.01
145 8551.28 8697.71
146 8551.28 8676.55
147 8530.06 8657.49
148 8426.28 8639.37
149 8387.64 8662.09
150 8387.64 8649.23
151 8387.64 8618.96
152 8387.64 8584.78
153 8372.61 8549.71
154 8372.61 8497.9
155 8372.61 8497.98
156 8372.61 8432.06
157 8322.62 8443.76
158 8322.62 8437.04
159 8303.62 8457.78
160 8303.62 8486.61
161 8303.62 8552.49
162 8273.25 8501.28
163 8262.34 8528.65
164 8262.34 8531.74
165 8231.97 8501.65
166 8173.48 8453.47
167 8167.31 8406.41
168 8140.34 8403.58
169 8140.34 8445.97
170 8123.72 8405.67
171 8123.72 8434.43
172 8096.74 8411.14
173 8096.74 8362.27
174 8096.74 8383.93
175 8096.74 8330.46
176 8096.74 8308.06
177 8096.74 8232.13
178 8096.74 8265.52
179 8096.74 8215.61
180 8096.74 8220.11
181 7809.53 8176.7
182 7809.53 8241.81
183 7809.53 8233.26
184 7809.53 8140.42
185 7761.59 8102.49
186 7761.59 8012.27
187 7685.32 7951.27
188 7685.32 7919.39
189 7685.32 7930.54
190 7685.32 7844.75
191 7685.32 7799.95
192 7668.31 7754.13
193 7604.39 7724.08
194 7604.39 7728.26
195 7604.39 7718.63
196 7551.9 7725.78
197 7520.98 7707.6
198 7503.96 7673.03
199 7503.96 7662.82
200 7503.96 7593.33
201 7500.84 7554.71
202 7500.84 7522.02
203 7456.94 7534.67
204 7456.94 7513.52
205 7456.94 7512.44
206 7456.94 7505.33
207 7456.94 7514.6
208 7456.94 7510.7
209 7456.94 7562.8
210 7456.94 7542.92
211 7241.02 7600.22
212 7241.02 7779.21
213 7241.02 7896.57
214 7238.54 7945.47
215 7238.54 7858.64
216 7238.54 7639.74
217 7238.54 7473.94
218 7238.54 7367.15
219 7118.34 7356.83
220 7118.34 7330.92
221 7118.34 7275.77
222 7023.82 7237.08
223 7023.82 7190.26
224 7023.82 7184.04
225 6993.85 7109.96
226 6916.03 7089.9
227 6916.03 7058.7
228 6862.72 7058.59
229 6862.72 7065.12
230 6862.72 7038.38
231 6862.72 6984.31
232 6862.72 6992.74
233 6862.72 6951.96
234 6862.72 6928.62
235 6862.72 6921.84
236 6862.72 6898.1
237 6862.72 6930.33
238 6862.72 6914.38
239 6862.72 6895.26
240 6862.72 6921.95
241 6862.72 6928.93
242 6837.38 6950.64
243 6837.38 6944.48
