0 15.6277 0
1000 15.0867 0.540945
2000 14.7212 0.480769
3000 14.5767 0.369393
4000 14.6316 0.291344
5000 14.7118 0.25106
6000 14.7332 0.213257
7000 14.7289 0.184736
8000 14.7044 0.164758
9000 14.7669 0.160085
10000 14.7261 0.150434
11000 14.6753 0.146443
12000 14.7429 0.150703
13000 14.78 0.144376
14000 14.754 0.136892
15000 14.8065 0.138393
16000 14.7925 0.130752
17000 14.7569 0.128314
18000 14.7786 0.123298
19000 14.7919 0.117724
20000 14.8009 0.112346
21000 14.845 0.115834
22000 14.8901 0.119508
23000 14.9041 0.115267
24000 14.9078 0.110624
25000 14.9297 0.108526
26000 14.9235 0.104614
27000 14.9077 0.102043
28000 14.9192 0.0991311
29000 14.9096 0.0962446
30000 14.916 0.0933041
31000 14.9041 0.0911183
32000 14.9063 0.0883423
33000 14.9542 0.09816
34000 14.9398 0.0963885
35000 14.9373 0.0937077
36000 14.9397 0.0911726
37000 14.9244 0.090059
38000 14.9176 0.0879837
39000 14.8952 0.0886299
40000 14.8979 0.0864852
41000 14.8927 0.0845652
42000 14.8868 0.0827799
43000 14.8858 0.0808833
44000 14.8798 0.0792939
45000 14.862 0.0795646
46000 14.8592 0.0779048
47000 14.8669 0.0766597
48000 14.8837 0.0769345
49000 14.8831 0.0753825
50000 14.8935 0.0746151
51000 14.8784 0.0747094
52000 14.8578 0.0761355
53000 14.8506 0.0750515
54000 14.8308 0.0762974
55000 14.8547 0.0786448
56000 14.8485 0.0775057
57000 14.8447 0.0762498
58000 14.8384 0.075211
59000 14.8352 0.0740184
60000 14.8464 0.0736509
61000 14.8565 0.0731555
62000 14.8551 0.071998
63000 14.8588 0.0709604
64000 14.8562 0.0699067
65000 14.8376 0.0713293
66000 14.8458 0.0707323
67000 14.8446 0.0696943
68000 14.8502 0.0689033
69000 14.8512 0.06792
70000 14.8596 0.0674763
71000 14.8547 0.0667141
72000 14.8556 0.0657999
73000 14.8563 0.0649088
74000 14.8532 0.0641136
75000 14.8521 0.0632738
76000 14.8578 0.0627117
77000 14.8596 0.0619288
78000 14.853 0.0614997
79000 14.8628 0.0615118
80000 14.8665 0.0608589
81000 14.8547 0.0612441
82000 14.8563 0.0605209
83000 14.8595 0.0598829
84000 14.877 0.0617085
85000 14.8764 0.0609894
86000 14.8764 0.0602843
87000 14.8685 0.0601099
88000 14.8697 0.0594425
89000 14.8716 0.0588099
90000 14.8739 0.0582039
91000 14.8703 0.0576818
92000 14.866 0.0572157
93000 14.8686 0.0566638
94000 14.871 0.0561137
95000 14.8691 0.0555583
96000 14.8714 0.0550308
97000 14.8667 0.0546737
98000 14.8652 0.0541383
99000 14.8548 0.0545867
