0 5.32794 0
1000 5.34875 0.0208155
2000 5.46273 0.114609
3000 5.47748 0.0823723
4000 5.41144 0.0918318
5000 5.45129 0.0849137
6000 5.40361 0.0861594
7000 5.44306 0.0844027
8000 5.40002 0.0859837
9000 5.44461 0.0888949
10000 5.41808 0.0846706
11000 5.43219 0.0785698
12000 5.44465 0.0733404
13000 5.44239 0.0679374
14000 5.43112 0.0642434
15000 5.43219 0.0601038
16000 5.39844 0.0657786
17000 5.41622 0.064514
18000 5.43708 0.0644924
19000 5.43347 0.0612893
20000 5.4281 0.0585442
21000 5.43639 0.0564308
22000 5.43865 0.053969
23000 5.42769 0.0528216
24000 5.41779 0.0516226
25000 5.43671 0.0530859
26000 5.44407 0.0516092
27000 5.43117 0.051377
28000 5.44724 0.0521107
29000 5.44658 0.050348
30000 5.43661 0.0497053
31000 5.42975 0.0486137
32000 5.44031 0.0482851
33000 5.43648 0.0469989
34000 5.44021 0.045788
35000 5.44253 0.0445584
36000 5.4408 0.0433717
37000 5.45202 0.0436789
38000 5.45497 0.0426467
39000 5.45963 0.0418273
40000 5.45884 0.040802
41000 5.45506 0.039998
42000 5.45426 0.039065
43000 5.4561 0.0382115
44000 5.46503 0.0384049
45000 5.46097 0.0377795
46000 5.46006 0.0369781
47000 5.46003 0.0361996
48000 5.45573 0.0357135
49000 5.45503 0.0349989
50000 5.45145 0.0344924
51000 5.44976 0.0338648
52000 5.45512 0.03365
53000 5.44924 0.0335407
54000 5.45474 0.0333821
55000 5.44945 0.0332045
56000 5.45386 0.0329128
57000 5.45393 0.0323405
58000 5.4593 0.0322381
59000 5.45587 0.031882
60000 5.44955 0.0319846
61000 5.44904 0.0314685
62000 5.45496 0.0315253
63000 5.4537 0.0310545
64000 5.45199 0.0306205
65000 5.45128 0.0301614
66000 5.46244 0.0317334
67000 5.45843 0.0315196
68000 5.45539 0.0312078
69000 5.44409 0.0327656
70000 5.44396 0.0323011
71000 5.44437 0.031852
72000 5.44385 0.0314169
73000 5.45089 0.0317782
74000 5.4515 0.0313576
75000 5.44745 0.0312057
76000 5.44926 0.0308508
77000 5.44933 0.0304528
78000 5.4514 0.0301361
79000 5.4567 0.0302244
80000 5.45888 0.0299287
81000 5.45631 0.0296736
82000 5.45352 0.0294457
83000 5.45131 0.0291774
84000 5.44561 0.029389
85000 5.44301 0.0291617
86000 5.44295 0.0288246
87000 5.44406 0.0285167
88000 5.447 0.0283481
89000 5.45445 0.0290038
90000 5.4622 0.0297129
91000 5.45938 0.0295236
92000 5.46167 0.0292938
93000 5.46108 0.0289864
94000 5.4586 0.0287864
95000 5.4631 0.0288383
96000 5.45684 0.0292187
97000 5.45908 0.0290057
98000 5.45628 0.0288472
99000 5.46446 0.0297066
