# BLOCK     VELOCITY     AVE_POFV     CUM_AVG_POFV     ERROR
           5     3.22298   0.0663436    0.101818   0.0178333
           5     3.37645   0.0329003   0.0703214  0.00989052
           5     3.52993   0.0310301   0.0606967   0.0140825
           5      3.6834   0.0373447   0.0364639   0.0104198
           5     3.83688   0.0277923   0.0110486  0.00397994
           5     3.99035   0.0316736   0.0161968  0.00625158
           5     4.14383   0.0346097    0.010401  0.00575079
           5     4.29731   0.0101557  0.00273901  0.00169653
           5     4.45078           0 0.000667659 0.000597173
           6           0 0.000382094  0.00379413   0.0015963
           6    0.153475  0.00910993   0.0223123   0.0051163
           6     0.30695   0.0819693   0.0706841  0.00821548
           6    0.460426    0.117403    0.124553  0.00537713
           6    0.613901    0.225074    0.187786   0.0116466
           6    0.767376    0.335056    0.266916   0.0230559
           6    0.920851    0.382235    0.381501   0.0224224
           6     1.07433    0.489784    0.449487   0.0121436
           6      1.2278    0.469151    0.462756   0.0250634
           6     1.38128     0.46519    0.511021   0.0217649
           6     1.53475    0.379802    0.490653   0.0293963
           6     1.68823    0.440092    0.487338   0.0235083
           6      1.8417     0.53282    0.451552   0.0342045
           6     1.99518    0.492881    0.430077    0.028187
           6     2.14865    0.447754    0.443145   0.0235904
           6     2.30213    0.495757     0.37587   0.0253899
           6      2.4556    0.247034     0.32725   0.0240691
           6     2.60908     0.17693    0.239171   0.0164912
           6     2.76255    0.157242    0.195012   0.0212168
           6     2.91603    0.125126    0.165993   0.0176936
           6      3.0695   0.0783896    0.108961  0.00785425
           6     3.22298   0.0877811   0.0994786   0.0150138
           6     3.37645   0.0483651    0.066662  0.00889334
           6     3.52993   0.0341874   0.0562785   0.0124091
           6      3.6834   0.0199493   0.0337114  0.00903939
           6     3.83688   0.0364799   0.0152871  0.00509619
           6     3.99035   0.0206733   0.0169429  0.00525398
           6     4.14383   0.0597072   0.0186187   0.0089018
           6     4.29731   0.0400394  0.00895575  0.00584853
           6     4.45078   0.0154849  0.00313719  0.00230864
           7           0  0.00219201  0.00356525  0.00138456
           7    0.153475  0.00327797   0.0195931  0.00505662
           7     0.30695   0.0863533   0.0729225  0.00734046
           7    0.460426     0.16971    0.131004  0.00754412
           7    0.613901    0.262881    0.198514    0.014082
           7    0.767376    0.308048    0.272792   0.0204973
           7    0.920851     0.36482    0.379118   0.0193454
           7     1.07433    0.407051    0.443425   0.0118256
           7      1.2278    0.435628    0.458881   0.0217805
           7     1.38128    0.546395    0.516074   0.0192334
           7     1.53475    0.492982    0.490985   0.0251987
           7     1.68823     0.47629     0.48576   0.0202029
           7      1.8417    0.438523     0.44969   0.0293688
           7     1.99518    0.328319     0.41554   0.0276559
           7     2.14865    0.388992    0.435409   0.0214513
           7     2.30213    0.552569    0.401113    0.031934
           7      2.4556    0.294132    0.322519   0.0210905
           7     2.60908    0.198488    0.233359   0.0151248
           7     2.76255    0.139605    0.187097   0.0196068
           7     2.91603    0.128504    0.160638   0.0159559
           7      3.0695    0.117987     0.11025  0.00683724
           7     3.22298    0.106504    0.100482   0.0129024
           7     3.37645   0.0721957   0.0674526  0.00765791
           7     3.52993    0.061859   0.0570757    0.010662
           7      3.6834  0.00892894   0.0301711  0.00841284
           7     3.83688   0.0287978   0.0172172  0.00471953
           7     3.99035   0.0149419    0.016657  0.00451118
           7     4.14383   0.0194064   0.0187312  0.00763082
           7     4.29731   0.0174557     0.01017  0.00513753
           7     4.45078  0.00408237  0.00327222  0.00198278
           8           0  0.00201102  0.00337098  0.00122505
           8    0.153475    0.034489   0.0214551  0.00475502
           8     0.30695   0.0588224     0.07116  0.00663113
           8    0.460426    0.123678    0.130088  0.00665645
           8    0.613901    0.189398    0.197374   0.0123677
           8    0.767376    0.382014    0.286445   0.0220174
           8    0.920851    0.444416     0.38728   0.0185695
           8     1.07433    0.447392    0.443921   0.0103578
           8      1.2278    0.442787    0.456869   0.0191506
           8     1.38128    0.606625    0.527393   0.0198827
           8     1.53475    0.623799    0.507587   0.0269688
           8     1.68823    0.471826    0.484018   0.0177524
           8      1.8417    0.411133    0.444871   0.0260901
           8     1.99518    0.344508    0.406661   0.0255846
           8     2.14865    0.279834    0.415962   0.0261385
           8     2.30213    0.312714    0.390063   0.0297927
           8      2.4556    0.244098    0.312716   0.0206068
           8     2.60908    0.250553    0.235508    0.013386
           8     2.76255    0.200137    0.188727   0.0172235
           8     2.91603    0.213229    0.167211   0.0152557
           8      3.0695    0.106383    0.109767  0.00599964
           8     3.22298    0.062764   0.0957674   0.0121205
           8     3.37645   0.0630254   0.0668992  0.00672064
           8     3.52993   0.0513816   0.0563639  0.00935295
           8      3.6834   0.0265053   0.0297129   0.0073737
           8     3.83688   0.0181394   0.0173325    0.004131
           8     3.99035  0.00438403   0.0151229  0.00420005
           8     4.14383   0.0254796   0.0195748  0.00672343
           8     4.29731   0.0192254   0.0113019  0.00461835
           8     4.45078   0.0328601  0.00697071  0.00387026
           9           0  0.00132727   0.0031439  0.00110978
           9    0.153475   0.0214978   0.0214598  0.00422669
           9     0.30695   0.0429152   0.0680217  0.00659529
           9    0.460426    0.142159    0.131429  0.00605046
           9    0.613901    0.237984    0.201887    0.011788
           9    0.767376    0.407393    0.299884   0.0233143
           9    0.920851     0.33031     0.38095   0.0175519
           9     1.07433    0.418574    0.441104  0.00958214
           9      1.2278    0.481982    0.459659   0.0172249
           9     1.38128     0.47436      0.5215   0.0185262
           9     1.53475    0.704743    0.529493   0.0316422
           9     1.68823    0.565198    0.493038   0.0179256
           9      1.8417    0.391787    0.438973   0.0238486
           9     1.99518    0.429715    0.409223   0.0228697
           9     2.14865    0.384206    0.412434   0.0234712
           9     2.30213    0.241021    0.373503   0.0307423
           9      2.4556    0.220207    0.302438   0.0207227
           9     2.60908    0.226441    0.234501   0.0119365
           9     2.76255    0.134417    0.182692   0.0163328
           9     2.91603    0.104794    0.160276   0.0150547
           9      3.0695    0.102964    0.109011  0.00538041
           9     3.22298   0.0716125   0.0930835   0.0110669
           9     3.37645    0.163677   0.0776523   0.0117673
           9     3.52993   0.0533926   0.0560338  0.00831956
           9      3.6834   0.0295218   0.0296916  0.00655443
           9     3.83688   0.0152234   0.0170982  0.00367864
           9     3.99035  0.00398182    0.013885  0.00391155
           9     4.14383   0.0268069   0.0203784  0.00602421
           9     4.29731   0.0143788   0.0116438  0.00411784
           9     4.45078   0.0257411   0.0090563  0.00396253
          10           0  0.00227245  0.00305675  0.00100222
          10    0.153475   0.0323372   0.0225476   0.0039415
          10     0.30695   0.0657805   0.0677976  0.00593957
          10    0.460426    0.174979    0.135784  0.00683533
          10    0.613901    0.162028    0.197901   0.0112629
          10    0.767376     0.30827    0.300722   0.0209979
          10    0.920851    0.384668    0.381322   0.0158007
          10     1.07433    0.637353    0.460729   0.0205182
          10      1.2278    0.450268     0.45872    0.015528
          10     1.38128    0.551362    0.524487   0.0169125
          10     1.53475    0.483128    0.524857   0.0288157
          10     1.68823    0.478402    0.491574   0.0161927
          10      1.8417     0.47082    0.442157   0.0216754
          10     1.99518     0.34857    0.403158   0.0213719
          10     2.14865    0.341773    0.405368   0.0221622
          10     2.30213    0.329566    0.369109   0.0279803
          10      2.4556    0.326188    0.304813   0.0187861
          10     2.60908    0.209207    0.231971   0.0110076
          10     2.76255    0.156578    0.180081   0.0149068
          10     2.91603     0.14594    0.158843   0.0136173
          10      3.0695    0.087218    0.106832  0.00526525
          10     3.22298    0.044162   0.0881914   0.0109884
          10     3.37645   0.0576359   0.0756506   0.0107595
          10     3.52993   0.0688976   0.0573202   0.0075864
          10      3.6834   0.0214576   0.0288682  0.00595048
          10     3.83688   0.0589431   0.0212826  0.00516916
          10     3.99035   0.0174155    0.014238  0.00353629
          10     4.14383   0.0107791   0.0194184  0.00549774
          10     4.29731    0.031935   0.0136729  0.00417617
          10     4.45078  0.00740056  0.00889073  0.00356973
          11           0  0.00128705  0.00289587 0.000923928
          11    0.153475   0.0161686   0.0219677  0.00362559
          11     0.30695   0.0809235   0.0689909  0.00551817
          11    0.460426    0.177694    0.139594  0.00719787
          11    0.613901     0.22266    0.200152   0.0104615
          11    0.767376    0.256385    0.296692    0.019472
          11    0.920851     0.42324    0.385133   0.0148167
          11     1.07433    0.398444    0.455067   0.0194185
          11      1.2278    0.449745    0.457904   0.0141377
          11     1.38128    0.543157    0.526184   0.0154599
          11     1.53475    0.511443    0.523637   0.0262219
          11     1.68823     0.55287    0.497147   0.0156501
          11      1.8417    0.533584    0.450469   0.0212387
          11     1.99518    0.357781    0.399032   0.0198231
          11     2.14865    0.277803    0.393771   0.0229822
          11     2.30213    0.321784    0.364807   0.0257652
          11      2.4556    0.344287    0.308401   0.0174176
          11     2.60908    0.254575    0.234026   0.0101969
          11     2.76255    0.228472     0.18448   0.0141859
          11     2.91603    0.147529    0.157814   0.0124181
          11      3.0695    0.139444    0.109796  0.00555899
          11     3.22298   0.0974943   0.0890371    0.010022
          11     3.37645   0.0490287   0.0732305   0.0100498
          11     3.52993   0.0298235   0.0548205  0.00729694
          11      3.6834   0.0200298   0.0280647  0.00546351
          11     3.83688   0.0241725   0.0215454   0.0047059
          11     3.99035   0.0170736   0.0144958  0.00322419
          11     4.14383  0.00625428   0.0182217  0.00512654
          11     4.29731  0.00193058   0.0126055  0.00393059
          11     4.45078  0.00172948  0.00823971  0.00330404
          12           0   0.0039416  0.00298302 0.000851034
          12    0.153475   0.0286571   0.0225251  0.00336604
          12     0.30695   0.0603508   0.0682708  0.00510508
          12    0.460426    0.189619    0.143763  0.00771133
          12    0.613901     0.30099    0.208555   0.0125176
          12    0.767376    0.299461    0.296922   0.0178507
          12    0.920851    0.352492    0.382413   0.0138294
          12     1.07433      0.4306    0.453028    0.017907
          12      1.2278    0.506416    0.461947   0.0135252
          12     1.38128    0.464908    0.521078   0.0149912
          12     1.53475    0.489483    0.520791   0.0241907
          12     1.68823    0.478684    0.495608   0.0144213
          12      1.8417    0.451595    0.450563    0.019469
          12     1.99518    0.452138    0.403458   0.0186586
          12     2.14865     0.34479    0.389689   0.0214264
          12     2.30213    0.247738    0.355051    0.025398
          12      2.4556     0.30103    0.307787    0.015977
          12     2.60908    0.229136    0.233619  0.00935532
          12     2.76255    0.171862    0.183429   0.0130427
          12     2.91603    0.141757    0.156476   0.0114551
          12      3.0695    0.156216    0.113665  0.00629949
          12     3.22298    0.110204    0.090801  0.00934076
          12     3.37645    0.101315   0.0755709  0.00948094
          12     3.52993   0.0771227    0.056679   0.0069215
          12      3.6834   0.0454692   0.0295151  0.00519717
          12     3.83688   0.0609541   0.0248294  0.00533804
          12     3.99035  0.00766199   0.0139263  0.00300538
          12     4.14383   0.0059124   0.0171959  0.00480086
          12     4.29731  0.00368017   0.0118617  0.00367274
          12     4.45078 0.000482645  0.00759328  0.00309129
          13           0           0  0.00275355 0.000815918
          13    0.153475   0.0164904   0.0220609  0.00313896
          13     0.30695   0.0525078   0.0670583  0.00485425
          13    0.460426     0.17707    0.146325  0.00753177
          13    0.613901    0.220509    0.209474   0.0115885
          13    0.767376    0.319612    0.298668   0.0165627
          13    0.920851     0.38127    0.382325   0.0127658
          13     1.07433    0.358988    0.445794   0.0179312
          13      1.2278    0.520251    0.466432   0.0132075
          13     1.38128    0.515445    0.520644   0.0138443
          13     1.53475    0.582593    0.525545   0.0227922
          13     1.68823    0.434984    0.490945   0.0140458
          13      1.8417    0.417207    0.447997   0.0181397
          13     1.99518    0.367595    0.400699   0.0174261
          13     2.14865    0.411898    0.391397   0.0198462
          13     2.30213     0.44707    0.362129   0.0244108
          13      2.4556    0.268351    0.304753   0.0150332
          13     2.60908    0.270482    0.236454  0.00905524
          13     2.76255    0.145276    0.180494   0.0123652
          13     2.91603    0.118851    0.153582   0.0109335
          13      3.0695   0.0856092    0.111507  0.00617352
          13     3.22298   0.0785103   0.0898556  0.00866996
          13     3.37645   0.0474802     0.07341  0.00899451
          13     3.52993   0.0899329    0.059237  0.00684546
          13      3.6834   0.0457508    0.030764  0.00494516
          13     3.83688   0.0698629   0.0282935  0.00594613
          13     3.99035   0.0108997   0.0136935   0.0027832
          13     4.14383  0.00309697   0.0161114  0.00455241
          13     4.29731 0.000663637   0.0110003  0.00348977
          13     4.45078   0.0209548   0.0086211  0.00301954
          14           0   0.0101154   0.0032794 0.000911472
          14    0.153475   0.0431565   0.0235677   0.0032564
          14     0.30695   0.0721957   0.0674253  0.00452136
          14    0.460426     0.16064    0.147348  0.00706285
          14    0.613901    0.224108     0.21052   0.0108078
          14    0.767376    0.243555    0.294731   0.0158406
          14    0.920851    0.313418    0.377403   0.0127676
          14     1.07433    0.429212     0.44461   0.0166895
          14      1.2278    0.666996    0.480758   0.0184657
          14     1.38128    0.434662    0.514503   0.0141522
          14     1.53475    0.452983    0.520362   0.0217455
          14     1.68823     0.42515    0.486245   0.0138064
          14      1.8417    0.388047    0.443715   0.0173421
          14     1.99518    0.438322    0.403387   0.0163873
          14     2.14865    0.356373    0.388896   0.0185856
          14     2.30213    0.281443    0.356366   0.0233376
          14      2.4556    0.266219    0.302001   0.0142092
          14     2.60908    0.241846     0.23684  0.00841663
          14     2.76255    0.261212    0.186259   0.0127555
          14     2.91603    0.323433    0.165714   0.0154839
          14      3.0695    0.229257    0.119917  0.00992721
          14     3.22298    0.154225   0.0944534  0.00918931
          14     3.37645   0.0306681    0.070357  0.00885503
          14     3.52993  0.00754133   0.0555444  0.00728464
          14      3.6834   0.0226642   0.0301854  0.00462566
          14     3.83688   0.0224028   0.0278728  0.00553628
          14     3.99035   0.0113623    0.013527  0.00258938
          14     4.14383  0.00203113   0.0151056  0.00433691
          14     4.29731 0.000402204   0.0102433  0.00332159
          14     4.45078 0.000723968  0.00805702  0.00285606
          15           0  0.00386116  0.00331819 0.000851532
          15    0.153475   0.0381893   0.0245425  0.00318186
          15     0.30695   0.0941963     0.06921   0.0045586
          15    0.460426    0.116137    0.145267  0.00689168
          15    0.613901    0.165326    0.207507   0.0104988
          15    0.767376    0.273539    0.293318   0.0148474
          15    0.920851    0.327354    0.374066   0.0123447
          15     1.07433    0.586012    0.454036   0.0180438
          15      1.2278    0.578993    0.487307   0.0183593
          15     1.38128    0.506456    0.513966   0.0132189
          15     1.53475    0.565077    0.523343   0.0204991
          15     1.68823    0.443249    0.483379   0.0131801
          15      1.8417     0.35388    0.437726    0.017189
          15     1.99518     0.27559    0.394867   0.0173689
          15     2.14865     0.32116     0.38438   0.0178867
          15     2.30213    0.248763    0.349193   0.0228577
          15      2.4556    0.285505    0.300901   0.0133044
          15     2.60908     0.26451    0.238684  0.00805513
          15     2.76255      0.2372    0.189655   0.0123489
          15     2.91603    0.198991    0.167932   0.0146097
          15      3.0695    0.247517    0.128424   0.0123849
          15     3.22298    0.163939   0.0990857  0.00967407
          15     3.37645   0.0503761    0.069025  0.00836429
          15     3.52993   0.0756345   0.0568838  0.00692103
          15      3.6834   0.0669871   0.0326389  0.00492514
          15     3.83688   0.0177975   0.0272011  0.00520778
          15     3.99035  0.00376061   0.0128759  0.00249727
          15     4.14383  0.00388127   0.0143574  0.00411183
          15     4.29731  0.00183003   0.0096824  0.00314715
          15     4.45078           0  0.00751988  0.00271569
          16           0 0.000301653  0.00312965 0.000818917
          16    0.153475   0.0140168   0.0238847  0.00305024
          16     0.30695    0.032297   0.0669029  0.00482227
          16    0.460426   0.0672285    0.140389  0.00800288
          16    0.613901    0.161706    0.204644   0.0102254
          16    0.767376    0.306781     0.29416   0.0139433
          16    0.920851    0.368842     0.37374   0.0115775
          16     1.07433    0.375719    0.449142   0.0175674
          16      1.2278    0.524113    0.489607   0.0173554
          16     1.38128     0.51818     0.51423   0.0123954
          16     1.53475    0.564514    0.525916   0.0193788
          16     1.68823    0.470237    0.482557   0.0123819
          16      1.8417    0.546495    0.444524   0.0174072
          16     1.99518     0.45256    0.398473   0.0166534
          16     2.14865     0.38869    0.384649   0.0167708
          16     2.30213    0.250815    0.343044   0.0222407
          16      2.4556    0.271991    0.299094    0.012595
          16     2.60908    0.281644    0.241369  0.00798664
          16     2.76255    0.244902    0.193108   0.0120502
          16     2.91603    0.249025    0.173001   0.0145492
          16      3.0695    0.111069    0.127339   0.0116583
          16     3.22298   0.0413265   0.0954758  0.00971967
          16     3.37645    0.042332   0.0673567  0.00800617
          16     3.52993     0.11853   0.0607366  0.00748445
          16      3.6834    0.039959   0.0330964  0.00463852
          16     3.83688    0.022443   0.0269037  0.00489078
          16     3.99035   0.0328601   0.0141249  0.00263509
          16     4.14383   0.0128102   0.0142607  0.00385598
          16     4.29731  0.00327797  0.00928212   0.0029758
          16     4.45078  0.00104573  0.00711525  0.00257593
          17           0           0  0.00294556 0.000791168
          17    0.153475   0.0255601   0.0239832   0.0028724
          17     0.30695   0.0998472   0.0688408  0.00491258
          17    0.460426    0.151249    0.141028  0.00755757
          17    0.613901    0.234887    0.206423  0.00977745
          17    0.767376    0.278245    0.293224   0.0131545
          17    0.920851    0.401742    0.375387    0.011013
          17     1.07433    0.420123    0.447435   0.0166168
          17      1.2278    0.601215    0.496172   0.0175323
          17     1.38128     0.51814     0.51446   0.0116684
          17     1.53475    0.446025    0.521217   0.0188001
          17     1.68823    0.440534    0.480085   0.0118978
          17      1.8417    0.362808    0.439717    0.017034
          17     1.99518    0.355307    0.395934   0.0158662
          17     2.14865    0.257914    0.377194   0.0173624
          17     2.30213    0.296163    0.340286   0.0211027
          17      2.4556    0.324519     0.30059   0.0119425
          17     2.60908    0.324358    0.246251  0.00888436
          17     2.76255    0.240015    0.195868    0.011653
          17     2.91603    0.209669    0.175158   0.0138523
          17      3.0695    0.146503    0.128466   0.0110268
          17     3.22298    0.114226   0.0965787   0.0092103
          17     3.37645   0.0691188   0.0674603  0.00753589
          17     3.52993   0.0584001   0.0605992  0.00704545
          17      3.6834   0.0131722   0.0319244   0.0045113
          17     3.83688   0.0228251   0.0266638  0.00460896
          17     3.99035   0.0309496   0.0151146  0.00265945
          17     4.14383   0.0212364    0.014671  0.00365093
          17     4.29731   0.0327394    0.010662  0.00310422
          17     4.45078   0.0168121  0.00768565  0.00248676
          18           0  0.00329808  0.00296514 0.000747456
          18    0.153475   0.0348309   0.0245859  0.00277533
          18     0.30695   0.0631863   0.0685267   0.0046497
          18    0.460426    0.115171    0.139592  0.00727295
          18    0.613901    0.221031    0.207235  0.00926788
          18    0.767376    0.303624    0.293801   0.0124363
          18    0.920851    0.349274    0.373936   0.0104963
          18     1.07433    0.513394    0.451099   0.0160926
          18      1.2278    0.466517    0.494525   0.0166355
          18     1.38128    0.571854    0.517648   0.0114475
          18     1.53475    0.453506    0.517455    0.018128
          18     1.68823    0.492037    0.480749   0.0112553
          18      1.8417     0.41602    0.438401   0.0161384
          18     1.99518    0.367293    0.394342   0.0150643
          18     2.14865    0.295439    0.372652   0.0169815
          18     2.30213    0.331336    0.339789   0.0199362
          18      2.4556     0.30105    0.300615   0.0112791
          18     2.60908     0.23899    0.245847  0.00839994
          18     2.76255    0.238527    0.198238    0.011244
          18     2.91603    0.205185    0.176826   0.0131828
          18      3.0695   0.0943572    0.126571   0.0105758
          18     3.22298    0.104694   0.0970296  0.00870964
          18     3.37645   0.0761172   0.0679413  0.00713256
          18     3.52993   0.0293408   0.0588626  0.00686472
          18      3.6834   0.0754334   0.0343416  0.00486533
          18     3.83688   0.0531513   0.0281353   0.0045818
          18     3.99035   0.0455496   0.0168054  0.00300146
          18     4.14383   0.0140973   0.0146391  0.00344824
          18     4.29731   0.0349113   0.0120092  0.00321081
          18     4.45078  0.00496722  0.00753463  0.00235319
          19           0    0.002554   0.0029435 0.000708429
          19    0.153475   0.0300044   0.0248711  0.00264387
          19     0.30695    0.144351   0.0725175  0.00587297
          19    0.460426    0.181796    0.141813  0.00722141
          19    0.613901    0.175039     0.20554  0.00893366
          19    0.767376    0.313096    0.294817   0.0118232
          19    0.920851    0.333146    0.371789    0.010161
          19     1.07433    0.538773    0.455713   0.0158934
          19      1.2278    0.489865     0.49428   0.0157618
          19     1.38128    0.511302    0.517314   0.0108499
          19     1.53475    0.393296     0.51092   0.0183139
          19     1.68823    0.450549     0.47916   0.0107746
          19      1.8417    0.405161    0.436651   0.0153836
          19     1.99518    0.390621    0.394147   0.0142727
          19     2.14865     0.34117    0.370995   0.0161684
          19     2.30213    0.402627    0.343096   0.0191593
          19      2.4556    0.276073    0.299324   0.0107592
          19     2.60908    0.224269    0.244712  0.00803424
          19     2.76255    0.200881    0.198377   0.0106531
          19     2.91603    0.190323    0.177536   0.0125081
          19      3.0695     0.08941    0.124616   0.0101984
          19     3.22298    0.186201    0.101723  0.00943132
          19     3.37645   0.0601296   0.0675301    0.006769
          19     3.52993   0.0791136   0.0599285  0.00658564
          19      3.6834   0.0233882   0.0337651  0.00464329
          19     3.83688   0.0119455   0.0272832  0.00441918
          19     3.99035   0.0405824   0.0180569  0.00309339
          19     4.14383   0.0169328   0.0147598  0.00326886
          19     4.29731  0.00961269    0.011883   0.0030443
          19     4.45078   0.0017697  0.00723121  0.00224881
          20           0  0.00744078  0.00316837 0.000707796
          20    0.153475   0.0391948   0.0255872  0.00260687
          20     0.30695    0.118369     0.07481  0.00601015
