# BLOCK     VELOCITY     AVE_POFV     CUM_AVG_POFV     ERROR
           3     1.31993    0.468606    0.467651   0.0330926
           3     1.50849    0.527449    0.446394   0.0365286
           3     1.69706    0.489639    0.472463   0.0123719
           3     1.88562    0.390366    0.455167   0.0264613
           3     2.07418    0.346302    0.401496   0.0230317
           3     2.26274    0.389056    0.399455  0.00857128
           3      2.4513    0.302894    0.372366   0.0574201
           3     2.63987    0.162602    0.230339   0.0298674
           3     2.82843    0.124889    0.183608    0.029648
           3     3.01699    0.141225    0.143287  0.00882114
           3     3.20555    0.127492    0.105248   0.0115194
           3     3.39411   0.0813828   0.0775035  0.00291069
           3     3.58267   0.0848692   0.0764887  0.00956061
           3     3.77124   0.0461747   0.0599349  0.00561835
           3      3.9598   0.0643762   0.0698268  0.00222884
           3     4.14836    0.016761   0.0321581  0.00900677
           3     4.33692  0.00338822   0.0104757  0.00380126
           3     4.52548  0.00132583   0.0112013  0.00861024
           3     4.71405 0.000769306  0.00581617  0.00443852
           3     4.90261 0.000932988  0.00174049   0.0010632
           3     5.09117           0   0.0017514  0.00143001
           3     5.27973           0           0           0
           3     5.46829           0           0           0
           4           0   0.0063836  0.00480816 0.000723226
           4    0.188562   0.0342423   0.0333952  0.00278998
           4    0.377124    0.166792    0.115396   0.0192121
           4    0.565685    0.208858    0.207991   0.0262532
           4    0.754247    0.268062    0.256248   0.0226268
           4    0.942809    0.414607    0.355493   0.0310282
           4     1.13137    0.481275    0.380921   0.0364966
           4     1.31993    0.527515    0.482617   0.0279998
           4     1.50849    0.576865    0.479012    0.039351
           4     1.69706    0.471208    0.472149  0.00928287
           4     1.88562    0.294546    0.415012     0.04004
           4     2.07418    0.391724    0.399053   0.0174029
           4     2.26274    0.220136    0.354626   0.0393524
           4      2.4513     0.34023    0.364332   0.0436235
           4     2.63987    0.276967    0.241996   0.0245703
           4     2.82843    0.161833    0.178164   0.0227302
           4     3.01699    0.131191    0.140263  0.00711534
           4     3.20555    0.116607    0.108087  0.00898281
           4     3.39411   0.0691393   0.0754124  0.00283635
           4     3.58267   0.0737552   0.0758053  0.00719484
           4     3.77124   0.0285298   0.0520837  0.00799924
           4      3.9598   0.0133728   0.0557133   0.0123364
           4     4.14836   0.0193145   0.0289472  0.00730503
           4     4.33692   0.0059744  0.00935034  0.00301291
           4     4.52548  0.00417389  0.00944446   0.0066345
           4     4.71405           0  0.00436213   0.0035591
           4     4.90261           0  0.00130536 0.000881956
           4     5.09117           0  0.00131355  0.00113757
           4     5.27973           0           0           0
           4     5.46829           0           0           0
           5           0 0.000441942  0.00393492 0.000972008
           5    0.188562   0.0500049   0.0367172  0.00371617
           5    0.377124    0.127836    0.117884     0.01553
           5    0.565685    0.214358    0.209264   0.0210334
           5    0.754247    0.364029    0.277805   0.0264461
           5    0.942809    0.428913    0.370177    0.028083
           5     1.13137    0.439356    0.392608   0.0310121
           5     1.31993    0.431892    0.472472    0.024168
           5     1.50849    0.464088    0.476027   0.0315938
           5     1.69706    0.467771    0.471274  0.00746748
           5     1.88562    0.383065    0.408623   0.0325378
           5     2.07418    0.349298    0.389102   0.0165242
           5     2.26274    0.333813    0.350463   0.0317013
           5      2.4513    0.345729    0.360611   0.0350571
           5     2.63987    0.273857    0.248368   0.0204658
           5     2.82843    0.209186    0.184368   0.0190121
           5     3.01699    0.102858    0.132782  0.00878495
           5     3.20555   0.0992896    0.106328  0.00735657
           5     3.39411   0.0884047   0.0780109  0.00324812
           5     3.58267   0.0805971   0.0767636  0.00581935
           5     3.77124   0.0179396   0.0452548  0.00884638
           5      3.9598   0.0084951   0.0462697   0.0129902
           5     4.14836  0.00810227   0.0247782  0.00693231
           5     4.33692  0.00564703  0.00860968  0.00249971
           5     4.52548  0.00651455  0.00885848  0.00533341
           5     4.71405  0.00181687  0.00385308  0.00288346
           5     4.90261           0  0.00104429 0.000743202
           5     5.09117           0  0.00105084 0.000939899
           5     5.27973           0           0           0
           5     5.46829           0           0           0
           6           0  0.00162045  0.00354917 0.000883238
           6    0.188562   0.0460765   0.0382771  0.00340851
           6    0.377124    0.132599    0.120336   0.0131339
           6    0.565685    0.229302    0.212604    0.017791
           6    0.754247     0.31774     0.28446   0.0228606
           6    0.942809    0.416571    0.377909   0.0244438
           6     1.13137    0.394883    0.392987   0.0258457
           6     1.31993    0.538989    0.483558   0.0225397
           6     1.50849    0.433283    0.468903   0.0271195
           6     1.69706     0.46178    0.469691  0.00638833
           6     1.88562    0.436311    0.413237   0.0274401
           6     2.07418    0.324467    0.378329   0.0169211
           6     2.26274    0.339935    0.348708   0.0264662
           6      2.4513    0.357285    0.360057   0.0292186
           6     2.63987    0.289341    0.255197   0.0181584
           6     2.82843    0.197826    0.186611   0.0159752
           6     3.01699    0.150391    0.135717  0.00779562
           6     3.20555   0.0998788    0.105253   0.0062085
           6     3.39411   0.0385635   0.0714363  0.00658387
           6     3.58267   0.0336367   0.0695758  0.00815912
           6     3.77124  0.00846237   0.0391228  0.00925643
           6      3.9598  0.00464857   0.0393328   0.0125413
           6     4.14836   0.0344387   0.0263883  0.00596097
           6     4.33692   0.0138639  0.00948538  0.00223121
           6     4.52548  0.00140767  0.00761667   0.0045868
           6     4.71405           0   0.0032109  0.00247336
           6     4.90261           0 0.000870243  0.00063939
           6     5.09117           0 0.000875699   0.0007994
           6     5.27973           0           0           0
           6     5.46829           0           0           0
           7           0   0.0287098  0.00714356  0.00341278
           7    0.188562   0.0579598   0.0410889  0.00391312
           7    0.377124   0.0750155    0.113862   0.0127539
           7    0.565685    0.272744    0.221195   0.0171992
           7    0.754247    0.311667    0.288347   0.0199225
           7    0.942809    0.367908    0.376481   0.0209936
           7     1.13137    0.405866    0.394827   0.0222189
           7     1.31993    0.490032    0.484483   0.0193387
           7     1.50849    0.567601    0.483003   0.0266598
           7     1.69706    0.542181    0.480047   0.0110409
           7     1.88562    0.404802    0.412032   0.0235465
           7     2.07418    0.328805    0.371254   0.0159143
           7     2.26274    0.333535    0.346541   0.0227739
           7      2.4513     0.24991    0.344322   0.0289734
           7     2.63987    0.288997    0.260025   0.0161937
           7     2.82843    0.170344    0.184287    0.013861
           7     3.01699    0.136102    0.135772  0.00668215
           7     3.20555    0.066504   0.0997175  0.00738811
           7     3.39411   0.0695322   0.0711643  0.00564893
           7     3.58267   0.0147805   0.0617479   0.0100713
           7     3.77124  0.00304449   0.0339687  0.00925845
           7      3.9598   0.0052542   0.0344644   0.0116564
           7     4.14836   0.0471077   0.0293482  0.00579789
           7     4.33692   0.0326873   0.0127999  0.00361585
           7     4.52548  0.00302812  0.00696117  0.00397811
           7     4.71405   0.0100992  0.00419494  0.00230748
           7     4.90261   0.0183815  0.00337185     0.00238
           7     5.09117 0.000703833 0.000851147 0.000685577
           7     5.27973           0           0           0
           7     5.46829           0           0           0
           8           0   0.0228337  0.00910482  0.00350471
           8    0.188562     0.13255   0.0525215    0.011229
           8    0.377124    0.175222    0.121532    0.013267
           8    0.565685    0.297099    0.230683   0.0174714
           8    0.754247    0.362769     0.29765   0.0194834
           8    0.942809    0.406799     0.38027   0.0187083
           8     1.13137    0.445903    0.401211   0.0203381
           8     1.31993    0.411431    0.475351    0.018955
           8     1.50849    0.414869    0.474486   0.0246502
           8     1.69706    0.332553     0.46161   0.0197675
           8     1.88562    0.373899    0.407266   0.0210802
           8     2.07418    0.392559    0.373917    0.014146
           8     2.26274    0.388008    0.351724   0.0205086
           8      2.4513    0.305742    0.339499   0.0257499
           8     2.63987    0.211887    0.254008   0.0152465
           8     2.82843    0.183864    0.184234   0.0121285
           8     3.01699    0.117426    0.133479  0.00622799
           8     3.20555   0.0849347   0.0978696  0.00669169
           8     3.39411   0.0614135   0.0699455  0.00507261
           8     3.58267   0.0459619   0.0597747  0.00900365
           8     3.77124   0.0202966   0.0322597  0.00825737
           8      3.9598  0.00731659    0.031071   0.0106819
           8     4.14836   0.0265329   0.0289963  0.00508382
           8     4.33692   0.0321799   0.0152224  0.00389166
           8     4.52548  0.00152224   0.0062813  0.00353846
           8     4.71405  0.00366648  0.00412888  0.00201999
           8     4.90261   0.0230137  0.00582708  0.00310023
           8     5.09117    0.014846   0.0026005  0.00174286
           8     5.27973 9.82093e-05 1.22762e-05 1.14833e-05
           8     5.46829  0.00500867 0.000626084 0.000585648
           9           0   0.0060235  0.00876245  0.00313198
           9    0.188562   0.0700068   0.0544643    0.010148
           9    0.377124    0.184142    0.128489   0.0134941
           9    0.565685    0.253282    0.233194   0.0157095
           9    0.754247    0.286444    0.296405   0.0173583
           9    0.942809    0.424968    0.385237   0.0172762
           9     1.13137    0.443137     0.40587   0.0186042
           9     1.31993    0.488706    0.476835   0.0169069
           9     1.50849    0.474334    0.474469   0.0219113
           9     1.69706    0.399908    0.454754   0.0187223
           9     1.88562    0.556961    0.423899    0.024434
           9     2.07418    0.371624    0.373663   0.0125766
           9     2.26274    0.288735    0.344725   0.0193873
           9      2.4513    0.243624    0.328846   0.0249954
           9     2.63987    0.153779    0.242872   0.0171438
           9     2.82843    0.137558    0.179048   0.0118379
           9     3.01699    0.151128     0.13544  0.00583656
           9     3.20555   0.0649491   0.0942118   0.0068756
           9     3.39411   0.0805971    0.071129    0.004645
           9     3.58267    0.031116   0.0565904  0.00854781
           9     3.77124   0.0512816   0.0343732  0.00760557
           9      3.9598   0.0643598   0.0347697   0.0101151
           9     4.14836   0.0443906   0.0307068  0.00479808
           9     4.33692  0.00752938   0.0143677  0.00355189
           9     4.52548  0.00446852  0.00607988  0.00315103
           9     4.71405 0.000556519  0.00373195  0.00183413
           9     4.90261 8.18411e-05  0.00518872  0.00282072
           9     5.09117 0.000114577  0.00232429  0.00157094
           9     5.27973  0.00477952  0.00054197 0.000499504
           9     5.46829    0.014715  0.00219152  0.00156503
          10           0  0.00260255  0.00814646  0.00287872
          10    0.188562    0.046944   0.0537123  0.00916102
          10    0.377124     0.11592    0.127232   0.0122031
          10    0.565685    0.225161    0.232391   0.0141591
          10    0.754247    0.397437    0.306508   0.0183284
          10    0.942809     0.41865    0.388578   0.0158684
          10     1.13137     0.36894    0.402177   0.0171064
          10     1.31993    0.326628    0.461814   0.0208469
          10     1.50849    0.516564    0.478679   0.0201204
          10     1.69706    0.557861    0.465065   0.0194834
          10     1.88562    0.436917      0.4252   0.0220253
          10     2.07418    0.346253    0.370922   0.0116137
          10     2.26274     0.31589    0.341842   0.0176617
          10      2.4513    0.305431    0.326505   0.0226053
          10     2.63987    0.273398    0.245924   0.0156989
          10     2.82843     0.18758    0.179901   0.0106848
          10     3.01699    0.116263    0.133522  0.00555901
          10     3.20555   0.0994696   0.0947376  0.00620811
          10     3.39411   0.0688447   0.0709005  0.00418611
          10     3.58267   0.0658984   0.0575212  0.00774354
          10     3.77124   0.0554719   0.0364831  0.00713166
          10      3.9598    0.039742    0.035267  0.00911583
          10     4.14836   0.0120634   0.0288424  0.00466644
          10     4.33692  0.00273349   0.0132042  0.00338187
          10     4.52548  0.00063836  0.00553573  0.00288253
          10     4.71405           0  0.00335876  0.00168826
          10     4.90261           0  0.00466985  0.00258593
          10     5.09117           0  0.00209186  0.00143094
          10     5.27973           0 0.000487773 0.000452484
          10     5.46829           0  0.00197237  0.00142378
          11           0  0.00338822  0.00771389  0.00264932
          11    0.188562    0.019069   0.0505629  0.00885302
          11    0.377124   0.0819556    0.123116   0.0117674
          11    0.565685    0.218958     0.23117   0.0129245
          11    0.754247    0.308639    0.306702   0.0166632
          11    0.942809    0.356041     0.38562   0.0146989
          11     1.13137    0.477886    0.409059   0.0168792
          11     1.31993    0.429993    0.458922   0.0191514
          11     1.50849    0.498952    0.480522   0.0183755
          11     1.69706    0.466019    0.465152   0.0177124
          11     1.88562    0.522162    0.434015   0.0217153
          11     2.07418    0.476953    0.380561   0.0139978
          11     2.26274    0.277212    0.335966   0.0170053
          11      2.4513    0.298884    0.323994   0.0206893
          11     2.63987    0.240711     0.24545   0.0142789
          11     2.82843    0.176024    0.179549  0.00971927
          11     3.01699    0.143304    0.134411  0.00512427
          11     3.20555   0.0822503   0.0936024  0.00574659
          11     3.39411    0.120617   0.0754203  0.00574917
          11     3.58267   0.0694176   0.0586027  0.00711471
          11     3.77124   0.0195928   0.0349476  0.00664657
          11      3.9598  0.00513962   0.0325281  0.00868883
          11     4.14836  0.00682554   0.0268409  0.00465171
          11     4.33692  0.00330638   0.0123044  0.00319189
          11     4.52548           0  0.00503248  0.00266405
          11     4.71405           0  0.00305342  0.00156215
          11     4.90261           0  0.00424532  0.00238544
          11     5.09117           0  0.00190169  0.00131343
          11     5.27973           0  0.00044343 0.000413517
          11     5.46829           0  0.00179306  0.00130559
          12           0 0.000114577  0.00708062  0.00250308
          12    0.188562   0.0249779   0.0484308  0.00836807
          12    0.377124    0.117491    0.122647   0.0107961
          12    0.565685    0.246964    0.232486   0.0119143
          12    0.754247    0.260042    0.302813   0.0157217
          12    0.942809    0.295954    0.378148   0.0152555
          12     1.13137    0.461485    0.413428    0.016028
          12     1.31993    0.503175    0.462609    0.017907
          12     1.50849    0.483402    0.480762   0.0168458
          12     1.69706    0.543998    0.471722   0.0174125
          12     1.88562    0.589288    0.446955    0.023446
          12     2.07418    0.398108    0.382023   0.0129075
          12     2.26274    0.328134    0.335314   0.0156008
          12      2.4513    0.284823     0.32073   0.0192209
          12     2.63987    0.262088    0.246837   0.0131561
          12     2.82843    0.131208     0.17552  0.00970836
          12     3.01699      0.1188     0.13311  0.00485958
          12     3.20555     0.10916   0.0948988  0.00541197
          12     3.39411   0.0365666   0.0721825   0.0061142
          12     3.58267   0.0183488   0.0552482  0.00726973
          12     3.77124   0.0237339   0.0340131  0.00615803
          12      3.9598   0.0209349    0.031562  0.00801829
          12     4.14836   0.0264347    0.026807  0.00426419
          12     4.33692   0.0106066   0.0121629  0.00292903
          12     4.52548  0.00176777  0.00476042  0.00245589
          12     4.71405  0.00553246     0.00326  0.00144557
          12     4.90261 0.000163682  0.00390518  0.00221077
          12     5.09117           0  0.00174321   0.0012135
          12     5.27973           0 0.000406477 0.000380704
          12     5.46829           0  0.00164364  0.00120531
          13           0           0  0.00653595  0.00236906
          13    0.188562   0.0105739   0.0455187  0.00821546
          13    0.377124   0.0720201    0.118753   0.0106449
          13    0.565685     0.20678    0.230509   0.0111607
          13    0.754247    0.247225    0.298537   0.0150826
          13    0.942809    0.298802    0.372044   0.0152542
          13     1.13137    0.468524    0.417666   0.0153451
          13     1.31993    0.507316    0.466048   0.0168565
          13     1.50849     0.52321    0.484027   0.0158633
          13     1.69706    0.493567    0.473403   0.0161539
          13     1.88562    0.489262    0.450209   0.0218672
          13     2.07418     0.44371    0.386768    0.012757
          13     2.26274    0.431041    0.342677   0.0160447
          13      2.4513     0.39192    0.326206   0.0185061
          13     2.63987    0.252398    0.247265    0.012151
          13     2.82843    0.173929    0.175398  0.00896233
          13     3.01699    0.129849     0.13286  0.00449223
          13     3.20555   0.0603823   0.0922437  0.00560928
          13     3.39411   0.0354699   0.0693584  0.00626219
          13     3.58267   0.0267948   0.0530594  0.00703229
          13     3.77124   0.0113104   0.0322668  0.00592679
          13      3.9598   0.0234393   0.0309372   0.0074258
          13     4.14836  0.00111304   0.0248306  0.00437028
          13     4.33692 0.000229155    0.011245  0.00284394
          13     4.52548  0.00443579  0.00473545  0.00226711
          13     4.71405           0  0.00300923  0.00135595
          13     4.90261           0  0.00360478  0.00206102
          13     5.09117           0  0.00160912  0.00112754
          13     5.27973           0  0.00037521 0.000352701
          13     5.46829           0  0.00151721  0.00111921
          14           0  0.00374832  0.00633684  0.00220819
          14    0.188562   0.0362065   0.0448536  0.00765552
          14    0.377124   0.0684355    0.115159   0.0104737
          14    0.565685    0.125822    0.223031   0.0126223
          14    0.754247    0.235931    0.294065   0.0146532
          14    0.942809    0.433725     0.37645   0.0147872
          14     1.13137     0.53858    0.426303   0.0165015
          14     1.31993    0.517285    0.469708   0.0160448
          14     1.50849    0.549481    0.488702   0.0154037
          14     1.69706     0.53637      0.4779   0.0156136
          14     1.88562    0.438521    0.449374   0.0203211
          14     2.07418    0.443284    0.390805   0.0124682
          14     2.26274    0.310931     0.34041    0.015058
          14      2.4513    0.267882     0.32204   0.0176469
          14     2.63987    0.271696     0.24901   0.0114077
          14     2.82843    0.175124    0.175378  0.00832219
          14     3.01699    0.134138    0.132951  0.00417229
          14     3.20555   0.0759812   0.0910821  0.00532754
          14     3.39411    0.049923   0.0679702  0.00596679
          14     3.58267   0.0500376   0.0528436  0.00653329
          14     3.77124   0.0202802   0.0314106  0.00556495
          14      3.9598   0.0146332   0.0297726  0.00698611
          14     4.14836  0.00528693   0.0234346  0.00427526
          14     4.33692           0   0.0104418  0.00275189
          14     4.52548           0   0.0043972  0.00213025
          14     4.71405           0  0.00279429  0.00127602
          14     4.90261           0   0.0033473  0.00192982
          14     5.09117           0  0.00149418  0.00105284
          14     5.27973           0 0.000348409 0.000328525
          14     5.46829           0  0.00140884   0.0010445
          15           0  0.00134219  0.00600386  0.00208593
          15    0.188562    0.049743   0.0451795  0.00715209
          15    0.377124   0.0643434    0.111771   0.0103088
          15    0.565685    0.173961     0.21976   0.0121973
          15    0.754247    0.281697    0.293241   0.0136995
          15    0.942809    0.319115    0.372628   0.0142869
          15     1.13137    0.475758      0.4296   0.0157273
          15     1.31993     0.40783    0.465583   0.0154964
          15     1.50849    0.525993    0.491188    0.014576
          15     1.69706    0.552591     0.48288   0.0153462
          15     1.88562    0.620273    0.460767   0.0219289
          15     2.07418    0.470881    0.396143   0.0127286
          15     2.26274    0.342456    0.340546   0.0140548
          15      2.4513    0.308132    0.321113   0.0164948
          15     2.63987    0.234164     0.24802   0.0106901
          15     2.82843    0.134629    0.172662   0.0081988
          15     3.01699    0.063525    0.128322  0.00592943
          15     3.20555   0.0510852   0.0884156  0.00560004
          15     3.39411   0.0696795   0.0680841  0.00557009
          15     3.58267   0.0429993   0.0521873  0.00613062
          15     3.77124   0.0453891   0.0323425   0.0052714
          15      3.9598   0.0618882   0.0319136  0.00684059
          15     4.14836  0.00453399   0.0221746   0.0041718
          15     4.33692  0.00129309  0.00983184  0.00263515
          15     4.52548           0  0.00410406  0.00200831
          15     4.71405           0    0.002608  0.00120447
          15     4.90261           0  0.00312415  0.00181402
          15     5.09117           0  0.00139457 0.000987354
          15     5.27973           0 0.000325182 0.000307443
          15     5.46829           0  0.00131491 0.000979078
          16           0    0.010623  0.00629255  0.00197544
          16    0.188562   0.0555046   0.0458249  0.00673413
          16    0.377124    0.124267    0.112552  0.00969404
          16    0.565685    0.146594    0.215187   0.0122623
          16    0.754247    0.215422    0.288377   0.0136795
          16    0.942809    0.429846    0.376204   0.0138343
          16     1.13137    0.391397    0.427212   0.0149245
          16     1.31993    0.535879    0.469976   0.0151379
          16     1.50849    0.423969    0.486987   0.0142576
          16     1.69706     0.57238    0.488473   0.0153728
          16     1.88562    0.507709    0.463701   0.0207537
          16     2.07418    0.488411     0.40191   0.0131748
          16     2.26274    0.421776    0.345623   0.0140634
          16      2.4513    0.243395    0.316255   0.0161632
          16     2.63987    0.215537     0.24599   0.0102129
          16     2.82843    0.157528    0.171716  0.00774074
          16     3.01699    0.122434    0.127954  0.00557025
          16     3.20555   0.0648018   0.0869398  0.00544104
          16     3.39411   0.0356991   0.0660601   0.0055776
          16     3.58267   0.0562739   0.0524427  0.00575277
          16     3.77124   0.0280879   0.0320766  0.00494864
          16      3.9598   0.0437195   0.0326515  0.00645272
          16     4.14836  0.00864242   0.0213288  0.00399588
          16     4.33692  0.00340459  0.00943014  0.00250088
          16     4.52548           0  0.00384755   0.0018991
          16     4.71405           0    0.002445  0.00114017
          16     4.90261           0  0.00292889  0.00171112
          16     5.09117           0  0.00130741 0.000929484
          16     5.27973           0 0.000304858 0.000288899
          16     5.46829           0  0.00123273 0.000921329
          17           0 0.000605624  0.00595803  0.00188735
          17    0.188562   0.0597603   0.0466446   0.0063877
          17    0.377124   0.0972436    0.111651  0.00916553
          17    0.565685     0.14715    0.211185   0.0121766
          17    0.754247    0.233574    0.285154   0.0132492
          17    0.942809    0.405064    0.377902   0.0131242
          17     1.13137    0.461911    0.429253   0.0141855
          17     1.31993    0.542655    0.474252   0.0148389
          17     1.50849    0.537319    0.489948   0.0137229
          17     1.69706    0.475104    0.487687   0.0144886
          17     1.88562    0.339657    0.456404   0.0207761
          17     2.07418    0.411022    0.402446   0.0124107
          17     2.26274     0.42505    0.350295   0.0139907
          17      2.4513    0.368727    0.319342   0.0155044
          17     2.63987    0.321701    0.250443   0.0105386
          17     2.82843    0.230186    0.175155  0.00801317
          17     3.01699    0.118408    0.127393  0.00527082
          17     3.20555   0.0509051   0.0848201  0.00551844
          17     3.39411   0.0557992   0.0654565  0.00528206
          17     3.58267   0.0173994   0.0503814  0.00577189
          17     3.77124  0.00310996   0.0303727  0.00494219
          17      3.9598 0.000949356   0.0307867  0.00633689
          17     4.14836           0   0.0200742  0.00395289
          17     4.33692           0  0.00887542  0.00241451
          17     4.52548           0  0.00362123  0.00180082
          17     4.71405           0  0.00230118  0.00108213
          17     4.90261           0   0.0027566  0.00161912
          17     5.09117           0   0.0012305 0.000877984
          17     5.27973           0 0.000286925 0.000272461
          17     5.46829           0  0.00116022 0.000869982
          18           0  0.00396111  0.00584709  0.00178575
          18    0.188562   0.0243068   0.0454036   0.0061522
          18    0.377124    0.118571    0.112036   0.0086644
          18    0.565685    0.163469    0.208534   0.0117851
          18    0.754247    0.355501    0.289062   0.0130768
          18    0.942809    0.468818    0.382953   0.0133317
          18     1.13137    0.433741    0.429503   0.0133996
          18     1.31993    0.485596    0.474882   0.0140279
          18     1.50849    0.479589    0.489372   0.0129726
          18     1.69706    0.396111    0.482599   0.0145495
          18     1.88562    0.330834    0.449428     0.02076
          18     2.07418    0.414132    0.403095   0.0117382
          18     2.26274    0.370544     0.35142   0.0132586
          18      2.4513    0.372671    0.322305   0.0149234
          18     2.63987    0.242119    0.249981  0.00996322
          18     2.82843    0.227829    0.178082  0.00808469
          18     3.01699    0.158641    0.129129  0.00525611
          18     3.20555    0.105919   0.0859922   0.0053349
          18     3.39411   0.0893213   0.0667823  0.00515233
          18     3.58267   0.0495138   0.0503332  0.00545143
          18     3.77124  0.00964088   0.0292209  0.00479996
          18      3.9598   0.0024716   0.0292136    0.006177
          18     4.14836           0   0.0189589  0.00388742
          18     4.33692           0  0.00838234  0.00233017
          18     4.52548           0  0.00342005  0.00171198
          18     4.71405           0  0.00217333  0.00102954
          18     4.90261           0  0.00260346  0.00153639
          18     5.09117           0  0.00116214 0.000831864
          18     5.27973           0 0.000270985  0.00025779
          18     5.46829           0  0.00109576 0.000824034
          19           0  0.00970635  0.00605021  0.00170328
          19    0.188562   0.0465021   0.0454614  0.00582867
          19    0.377124   0.0883556     0.11079  0.00829753
          19    0.565685    0.161063    0.206035   0.0114266
          19    0.754247    0.290127    0.289118   0.0123887
          19    0.942809     0.41793    0.384793   0.0127565
          19     1.13137    0.430026     0.42953   0.0126944
          19     1.31993    0.619357    0.482486   0.0152115
          19     1.50849    0.468753    0.488287   0.0123351
          19     1.69706    0.461715      0.4815   0.0138252
          19     1.88562    0.406341    0.447161   0.0197909
          19     2.07418    0.382787    0.402027   0.0111689
          19     2.26274    0.319295    0.349729   0.0126682
          19      2.4513     0.36254    0.324422   0.0142874
          19     2.63987    0.167054    0.245616   0.0103508
          19     2.82843    0.179412    0.178152  0.00765948
          19     3.01699    0.122451    0.128777  0.00499121
          19     3.20555    0.124415   0.0880145  0.00542386
          19     3.39411   0.0912037   0.0680676  0.00503892
          19     3.58267    0.112679   0.0536145  0.00607229
          19     3.77124   0.0242413   0.0289588  0.00455448
          19      3.9598   0.0116705   0.0282903   0.0059205
          19     4.14836  0.00482862   0.0182152  0.00375328
          19     4.33692 0.000851147  0.00798596  0.00224099
          19     4.52548           0  0.00324004  0.00163131
          19     4.71405           0  0.00205895 0.000981684
          19     4.90261           0  0.00246643  0.00146163
          19     5.09117           0  0.00110098 0.000790328
          19     5.27973           0 0.000256722 0.000244616
          19     5.46829           0  0.00103809 0.000782679
          20           0  0.00163682  0.00582954  0.00163235
          20    0.188562   0.0155171   0.0439642   0.0057263
          20    0.377124   0.0672079     0.10861  0.00816377
          20    0.565685    0.205094    0.205988   0.0108554
          20    0.754247     0.22192    0.285758   0.0122164
          20    0.942809    0.329328     0.38202   0.0124164
          20     1.13137    0.491423    0.432625   0.0124312
          20     1.31993    0.425524    0.479638   0.0147151
          20     1.50849    0.591613    0.493453   0.0127545
          20     1.69706    0.573477    0.486099   0.0138778
          20     1.88562    0.519674    0.450786   0.0191306
          20     2.07418    0.441516    0.404001   0.0107836
          20     2.26274     0.29836    0.347161   0.0122924
          20      2.4513    0.330605    0.324731   0.0135764
