0 1.53046 0
20000 1.50652 0.0239383
40000 1.5212 0.0201647
60000 1.51414 0.0159099
80000 1.50809 0.013732
100000 1.51323 0.0123356
120000 1.50466 0.0134937
140000 1.50358 0.0117364
160000 1.49659 0.0124859
180000 1.4976 0.0112131
200000 1.49915 0.0102604
220000 1.49786 0.00945467
240000 1.4983 0.00870814
260000 1.49911 0.00810303
280000 1.49999 0.00759398
300000 1.50103 0.007179
320000 1.50142 0.00675511
340000 1.50361 0.0067334
360000 1.50225 0.0065132
380000 1.50081 0.00634331
400000 1.50049 0.00604209
420000 1.49995 0.00578667
440000 1.49935 0.00556135
460000 1.4991 0.00533074
480000 1.49989 0.00517406
500000 1.50014 0.00497737
520000 1.49938 0.00484885
540000 1.50052 0.00480913
560000 1.50095 0.00465987
580000 1.50318 0.00502707
600000 1.50371 0.00489051
620000 1.50283 0.00481589
640000 1.50097 0.00502675
660000 1.50036 0.00491392
680000 1.50104 0.00481896
700000 1.49962 0.00489272
720000 1.49834 0.00492828
740000 1.49724 0.00492047
760000 1.49736 0.0047942
780000 1.49695 0.00469072
800000 1.4971 0.00457718
820000 1.49677 0.00447922
840000 1.49663 0.00437586
860000 1.49599 0.00432388
880000 1.49628 0.00423684
900000 1.4962 0.0041444
920000 1.49605 0.00405805
940000 1.49642 0.00398949
960000 1.4959 0.00394139
980000 1.49652 0.00391088
