0 4.90872 0
20000 4.94639 0.0376727
40000 4.96317 0.0274684
60000 4.97709 0.0238979
80000 4.9766 0.0185177
100000 4.98998 0.0201869
120000 4.9834 0.0182836
140000 4.99726 0.021044
160000 4.99407 0.0188326
180000 4.9906 0.0171979
200000 4.98796 0.0157782
220000 4.99322 0.0153349
240000 4.9903 0.0144062
260000 4.98867 0.0134367
280000 4.98287 0.0137876
300000 4.98076 0.013068
320000 4.98623 0.0134368
340000 4.9861 0.0126689
360000 4.98024 0.013339
380000 4.98467 0.0134066
400000 4.98878 0.0133994
420000 4.98971 0.012809
440000 4.98877 0.0122754
460000 4.98993 0.0118098
480000 4.98984 0.0113279
500000 4.99126 0.0109762
520000 4.99239 0.0106216
540000 4.99335 0.0102801
560000 4.99176 0.0100449
580000 4.99372 0.00989897
600000 4.99332 0.00958262
620000 5.00107 0.012093
640000 5.0006 0.0117304
660000 5.00345 0.0117317
680000 5.0039 0.0114004
700000 5.00326 0.0110975
720000 5.00138 0.0109554
740000 5.00058 0.0106939
760000 5.00168 0.0104749
780000 5.00183 0.0102107
800000 5.00125 0.00997524
820000 4.99899 0.00999389
840000 4.99888 0.00975933
860000 4.99611 0.00993047
880000 4.9957 0.00971599
900000 4.99556 0.00950343
920000 4.9983 0.00969538
940000 4.99984 0.00961447
960000 4.99875 0.00947875
980000 4.99633 0.00959715
