Block   Block_Energy   Progressive_Avg   Progressive_Err   Acceptance     
1015    0.43922244     -0.13558897       0.03200330        0.5034         
1016    0.43922244     -0.13502321       0.03197679        0.5030         
1017    0.43922244     -0.13445856       0.03195032        0.5025         
1018    -0.59096915    -0.13490700       0.03192207        0.5029         
1019    -0.59096915    -0.13535456       0.03189387        0.5025         
1020    0.52142041     -0.13471066       0.03186909        0.5029         
1021    0.52142041     -0.13406802       0.03184435        0.5024         
1022    -0.50630083    -0.13443224       0.03181526        0.5029         
1023    -0.50630083    -0.13479575       0.03178622        0.5024         
1024    -2.29936875    -0.13690959       0.03182544        0.5029         
1025    0.40055453     -0.13638524       0.03179870        0.5034         
1026    0.40055453     -0.13586190       0.03177200        0.5029         
1027    0.30795568     -0.13542976       0.03174399        0.5034         
1028    0.40648177     -0.13490260       0.03171748        0.5039         
1029    0.40648177     -0.13437648       0.03169101        0.5034         
1030    0.40648177     -0.13385137       0.03166458        0.5029         
1031    -2.14689816    -0.13580389       0.03169405        0.5034         
1032    -1.29549913    -0.13692763       0.03168326        0.5039         
1033    0.53035907     -0.13628166       0.03165916        0.5044         
1034    0.53035907     -0.13563694       0.03163510        0.5039         
1035    0.53035907     -0.13499346       0.03161107        0.5034         
1036    0.53035907     -0.13435123       0.03158707        0.5029         
1037    -0.45556881    -0.13466099       0.03155812        0.5034         
1038    -0.45556881    -0.13497015       0.03152922        0.5029         
1039    -0.45556881    -0.13527871       0.03150037        0.5024         
1040    0.10865244     -0.13504416       0.03147094        0.5029         
1041    -0.16481067    -0.13507276       0.03144071        0.5034         
1042    -2.39202669    -0.13723874       0.03148511        0.5038         
1043    -0.73548961    -0.13781233       0.03146014        0.5043         
1044    -0.73548961    -0.13838481       0.03143520        0.5038         
1045    -4.25428142    -0.14232347       0.03165113        0.5043         
1046    -5.77826758    -0.14771156       0.03207662        0.5048         
1047    0.49797793     -0.14709486       0.03205191        0.5053         
1048    0.49797793     -0.14647933       0.03202722        0.5048         
1049    0.49797793     -0.14586498       0.03200258        0.5043         
1050    0.49797793     -0.14525179       0.03197796        0.5038         
1051    0.49797793     -0.14463978       0.03195338        0.5033         
1052    0.41731560     -0.14410560       0.03192746        0.5038         
1053    0.41731560     -0.14357243       0.03190158        0.5033         
1054    0.41731560     -0.14304028       0.03187574        0.5028         
1055    0.41731560     -0.14250914       0.03184995        0.5024         
1056    -0.63536126    -0.14297586       0.03182319        0.5028         
1057    -0.63536126    -0.14344169       0.03179648        0.5024         
1058    -0.63536126    -0.14390664       0.03176982        0.5019         
1059    -3.07784334    -0.14667712       0.03186049        0.5024         
1060    -2.71870171    -0.14910356       0.03192277        0.5028         
1061    -1.66306916    -0.15053048       0.03192457        0.5033         
1062    0.47323405     -0.14994313       0.03189990        0.5038         
1063    0.42728535     -0.14940011       0.03187451        0.5042         
1064    0.42728535     -0.14885812       0.03184915        0.5038         
1065    -0.37492172    -0.14907038       0.03181994        0.5042         
1066    -0.10598191    -0.14902996       0.03179010        0.5047         
1067    -0.10598191    -0.14898962       0.03176032        0.5042         
1068    -0.10598191    -0.14894935       0.03173059        0.5037         
1069    -0.10598191    -0.14890915       0.03170092        0.5033         
1070    -0.10598191    -0.14886903       0.03167130        0.5028         
1071    -0.41129220    -0.14911406       0.03164267        0.5033         
1072    0.32036340     -0.14867612       0.03161617        0.5037         
1073    -0.75703969    -0.14924309       0.03159178        0.5042         
1074    0.20368772     -0.14891448       0.03156406        0.5047         
1075    0.20368772     -0.14858647       0.03153639        0.5042         
1076    0.20368772     -0.14825908       0.03150877        0.5037         
1077    0.20368772     -0.14793230       0.03148119        0.5032         
1078    0.31749461     -0.14750055       0.03145494        0.5037         
1079    0.31749461     -0.14706960       0.03142873        0.5032         
1080    -0.79303240    -0.14766771       0.03140531        0.5037         
1081    0.52617488     -0.14704436       0.03138244        0.5042         
1082    0.52250513     -0.14642555       0.03135953        0.5046         
1083    0.49799573     -0.14583052       0.03133621        0.5051         
1084    -2.29450082    -0.14781269       0.03136997        0.5055         
1085    -0.81139043    -0.14842428       0.03134701        0.5060         
1086    -0.81139043    -0.14903475       0.03132408        0.5055         
1087    0.00679054     -0.14889139       0.03129558        0.5060         
1088    0.00679054     -0.14874830       0.03126713        0.5055         
1089    0.00679054     -0.14860547       0.03123873        0.5051         
1090    0.00679054     -0.14846291       0.03121039        0.5046         
1091    0.13742901     -0.14820086       0.03118287        0.5050         
1092    0.13742901     -0.14793930       0.03115540        0.5046         
1093    0.13742901     -0.14767821       0.03112797        0.5041         
1094    -0.55409263    -0.14804970       0.03110173        0.5046         
1095    -0.75534312    -0.14860431       0.03107826        0.5050         
1096    -0.75534312    -0.14915790       0.03105482        0.5046         
1097    -0.44515740    -0.14942773       0.03102768        0.5050         
1098    -0.44515740    -0.14969707       0.03100057        0.5046         
1099    -0.69885431    -0.15019675       0.03097638        0.5050         
1100    -0.69885431    -0.15069553       0.03095223        0.5045         
1101    0.49820568     -0.15010616       0.03092972        0.5050         
1102    0.49820568     -0.14951785       0.03090724        0.5045         
1103    0.49820568     -0.14893062       0.03088479        0.5041         
1104    -0.13425892    -0.14891733       0.03085680        0.5045         
1105    0.51031960     -0.14832073       0.03083464        0.5050         
1106    0.39138542     -0.14783275       0.03081061        0.5054         
1107    0.39138542     -0.14734565       0.03078662        0.5050         
1108    0.39138542     -0.14685943       0.03076266        0.5045         
1109    0.28048928     -0.14647409       0.03073733        0.5050         
1110    -0.14916520    -0.14647651       0.03070962        0.5054         
1111    0.42960922     -0.14595798       0.03068635        0.5059         
1112    0.42960922     -0.14544039       0.03066311        0.5054         
1113    0.48623240     -0.14487285       0.03064081        0.5058         
1114    0.48623240     -0.14430632       0.03061853        0.5054         
1115    0.48623240     -0.14374082       0.03059628        0.5049         
1116    0.48623240     -0.14317633       0.03057407        0.5045         
1117    0.48623240     -0.14261285       0.03055188        0.5040         
1118    0.48623240     -0.14205037       0.03052972        0.5036         
1119    0.48623240     -0.14148890       0.03050759        0.5031         
1120    0.48623240     -0.14092844       0.03048550        0.5027         
1121    0.34896806     -0.14049142       0.03046142        0.5031         
1122    0.34896806     -0.14005518       0.03043739        0.5027         
1123    0.34896806     -0.13961972       0.03041339        0.5022         
1124    -1.57700343    -0.14089853       0.03041322        0.5027         
1125    0.37095045     -0.14044356       0.03038958        0.5031         
1126    0.37095045     -0.13998939       0.03036597        0.5027         
1127    0.37095045     -0.13953602       0.03034241        0.5022         
1128    0.37095045     -0.13908346       0.03031887        0.5018         
1129    -1.90307310    -0.14064590       0.03033227        0.5022         
1130    -1.90307310    -0.14220557       0.03034553        0.5018         
1131    0.47448780     -0.14166031       0.03032359        0.5022         
1132    0.47448780     -0.14111601       0.03030168        0.5018         
1133    0.47448780     -0.14057267       0.03027979        0.5013         
1134    0.47448780     -0.14003029       0.03025794        0.5009         
1135    0.47448780     -0.13948886       0.03023612        0.5004         
1136    0.47448780     -0.13894839       0.03021433        0.5000         
1137    -0.73805394    -0.13947530       0.03019234        0.5004         
1138    -0.73805394    -0.14000130       0.03017038        0.5000         
1139    0.07403142     -0.13981338       0.03014447        0.5004         
1140    0.07403142     -0.13962580       0.03011860        0.5000         
1141    0.07403142     -0.13943855       0.03009277        0.4996         
1142    0.07403142     -0.13925162       0.03006699        0.4991         
1143    0.07403142     -0.13906502       0.03004125        0.4987         
1144    -2.49016421    -0.14112018       0.03008526        0.4991         
1145    -0.63290025    -0.14154968       0.03006204        0.4996         
1146    -2.34195754    -0.14346976       0.03009711        0.5000         
1147    0.33581552     -0.14305190       0.03007376        0.5004         
1148    0.51537673     -0.14247835       0.03005302        0.5009         
1149    -0.11560293    -0.14245496       0.03002686        0.5013         
1150    -0.11560293    -0.14243161       0.03000075        0.5009         
1151    0.25544726     -0.14208593       0.02997667        0.5013         
1152    0.12478640     -0.14185427       0.02995153        0.5017         
1153    0.12478640     -0.14162301       0.02992644        0.5013         
1154    0.53066000     -0.14104045       0.02990617        0.5017         
1155    0.53066000     -0.14045889       0.02988592        0.5013         
1156    0.47382841     -0.13992750       0.02986479        0.5017         
1157    0.47382841     -0.13939702       0.02984368        0.5013         
1158    0.47382841     -0.13886747       0.02982260        0.5009         
1159    0.47382841     -0.13833883       0.02980154        0.5004         
1160    0.52591431     -0.13776619       0.02978135        0.5009         
1161    0.52591431     -0.13719455       0.02976118        0.5004         
1162    0.52591431     -0.13662389       0.02974103        0.5000         
1163    0.52591431     -0.13605421       0.02972090        0.4996         
1164    0.52591431     -0.13548551       0.02970081        0.4991         
1165    -0.21943062    -0.13555756       0.02967539        0.4996         
1166    -0.21943062    -0.13562949       0.02965001        0.4991         
1167    -0.21943062    -0.13570130       0.02962468        0.4987         
1168    -0.04435592    -0.13562310       0.02959941        0.4991         
1169    -0.62532791    -0.13604201       0.02957705        0.4996         
1170    -1.80061091    -0.13746471       0.02958598        0.5000         
1171    -1.00664681    -0.13820697       0.02957002        0.5004         
1172    -1.00664681    -0.13894796       0.02955407        0.5000         
1173    -0.10874673    -0.13892221       0.02952888        0.5004         
1174    -0.10874673    -0.13889651       0.02950373        0.5000         
1175    -0.67698460    -0.13935446       0.02948216        0.5004         
1176    0.28016993     -0.13899772       0.02945924        0.5009         
1177    -0.55269534    -0.13934920       0.02943630        0.5013         
1178    -0.73549654    -0.13985527       0.02941566        0.5017         
1179    -0.23372283    -0.13993489       0.02939080        0.5021         
1180    -0.29180328    -0.14006359       0.02936617        0.5025         
1181    -0.56874703    -0.14042657       0.02934354        0.5030         
1182    -2.40705004    -0.14234419       0.02938135        0.5034         
1183    -0.54682386    -0.14268610       0.02935849        0.5038         
1184    -0.12079057    -0.14266761       0.02933369        0.5042         
1185    0.16341804     -0.14240931       0.02931006        0.5046         
1186    0.16341804     -0.14215144       0.02928647        0.5042         
1187    0.16341804     -0.14189401       0.02926292        0.5038         
1188    0.24866922     -0.14156526       0.02924013        0.5042         
1189    -0.46482716    -0.14183713       0.02921679        0.5046         
1190    -0.23236582    -0.14191321       0.02919233        0.5050         
1191    -0.08419699    -0.14186475       0.02916785        0.5055         
1192    -0.08419699    -0.14181637       0.02914341        0.5050         
1193    -0.08419699    -0.14176807       0.02911901        0.5046         
1194    -0.08419699    -0.14171985       0.02909465        0.5042         
1195    -0.08419699    -0.14167172       0.02907033        0.5038         
1196    0.15715826     -0.14142186       0.02904709        0.5042         
1197    0.49075556     -0.14089372       0.02902762        0.5046         
1198    -0.12044872    -0.14087666       0.02900339        0.5050         
1199    0.49498545     -0.14034633       0.02898404        0.5054         
1200    0.49498545     -0.13981689       0.02896471        0.5050         
1201    0.49498545     -0.13928833       0.02894541        0.5046         
1202    0.49498545     -0.13876064       0.02892614        0.5042         
1203    -4.72008202    -0.14256889       0.02915190        0.5046         
1204    0.43501620     -0.14208917       0.02913162        0.5050         
1205    -0.05372142    -0.14201584       0.02910753        0.5054         
1206    -0.05372142    -0.14194262       0.02908348        0.5050         
1207    -0.05372142    -0.14186953       0.02905946        0.5046         
1208    0.16050589     -0.14161922       0.02903648        0.5050         
1209    0.16050589     -0.14136932       0.02901352        0.5045         
1210    0.16050589     -0.14111984       0.02899061        0.5041         
1211    0.16050589     -0.14087077       0.02896773        0.5037         
1212    0.39612883     -0.14042770       0.02894721        0.5041         
1213    0.39612883     -0.13998536       0.02892672        0.5037         
1214    0.37896848     -0.13955789       0.02890604        0.5041         
1215    0.37896848     -0.13913112       0.02888540        0.5037         
1216    0.47999028     -0.13862197       0.02886612        0.5041         
1217    -1.00097829    -0.13933056       0.02885110        0.5045         
1218    -0.13589541    -0.13932774       0.02882740        0.5049         
1219    -0.13589541    -0.13932493       0.02880374        0.5045         
1220    0.20838775     -0.13903992       0.02878153        0.5049         
1221    0.20838775     -0.13875537       0.02875936        0.5045         
1222    0.20838775     -0.13847129       0.02873722        0.5041         
1223    0.20838775     -0.13818768       0.02871511        0.5037         
1224    0.45996489     -0.13769899       0.02869580        0.5041         
1225    0.45996489     -0.13721111       0.02867652        0.5037         
1226    0.45996489     -0.13672401       0.02865726        0.5033         
1227    0.45996489     -0.13623771       0.02863802        0.5029         
1228    -0.58785251    -0.13660548       0.02861706        0.5033         
1229    -0.58785251    -0.13697264       0.02859612        0.5028         
1230    -0.04231204    -0.13689568       0.02857297        0.5033         
1231    0.10189783     -0.13670170       0.02855040        0.5037         
1232    0.10189783     -0.13650803       0.02852788        0.5032         
1233    0.10189783     -0.13631468       0.02850539        0.5028         
1234    0.10189783     -0.13612164       0.02848293        0.5024         
1235    0.10189783     -0.13592891       0.02846051        0.5020         
1236    0.10189783     -0.13573649       0.02843813        0.5016         
1237    0.10189783     -0.13554439       0.02841578        0.5012         
1238    0.10189783     -0.13535259       0.02839346        0.5008         
1239    0.10189783     -0.13516111       0.02837118        0.5004         
1240    -0.67937632    -0.13559999       0.02835169        0.5008         
1241    0.51430821     -0.13507629       0.02833368        0.5012         
1242    0.51430821     -0.13455344       0.02831568        0.5008         
1243    0.51430821     -0.13403143       0.02829771        0.5004         
1244    0.30906289     -0.13367524       0.02827720        0.5008         
1245    0.30906289     -0.13331963       0.02825671        0.5004         
1246    -0.79114558    -0.13384758       0.02823896        0.5008         
1247    -0.79135561    -0.13437485       0.02822123        0.5012         
1248    -0.79135561    -0.13490128       0.02820352        0.5008         
1249    -0.22838061    -0.13497612       0.02818103        0.5012         
1250    -0.22838061    -0.13505084       0.02815858        0.5008         
1251    -0.76141346    -0.13555153       0.02814051        0.5012         
1252    0.16125099     -0.13531447       0.02811903        0.5016         
1253    -0.14493718    -0.13532215       0.02809658        0.5020         
1254    -0.14493718    -0.13532982       0.02807417        0.5016         
1255    -0.14493718    -0.13533747       0.02805179        0.5012         
1256    -0.14493718    -0.13534512       0.02802945        0.5008         
1257    0.12009653     -0.13514190       0.02800788        0.5012         
1258    0.12009653     -0.13493901       0.02798634        0.5008         
1259    0.51350552     -0.13442396       0.02796884        0.5012         
1260    -0.07855224    -0.13437962       0.02794667        0.5016         
1261    -0.07855224    -0.13433535       0.02792454        0.5012         
1262    -0.07855224    -0.13429114       0.02790244        0.5008         
1263    0.34082770     -0.13391496       0.02788287        0.5012         
1264    0.34082770     -0.13353937       0.02786334        0.5008         
1265    0.34082770     -0.13316438       0.02784383        0.5004         
1266    0.46890866     -0.13268881       0.02782589        0.5008         
1267    0.50121126     -0.13218849       0.02780842        0.5012         
1268    -0.14907854    -0.13220181       0.02778648        0.5016         
1269    -0.14907854    -0.13221511       0.02776458        0.5012         
1270    -1.46537447    -0.13326484       0.02776256        0.5016         
1271    -0.28680301    -0.13338565       0.02774097        0.5020         
1272    -0.28680301    -0.13350626       0.02771942        0.5016         
1273    -0.33861262    -0.13366738       0.02769810        0.5020         
1274    -0.33861262    -0.13382824       0.02767682        0.5016         
1275    -0.33861262    -0.13398886       0.02765557        0.5012         
1276    0.50976569     -0.13348435       0.02763850        0.5016         
1277    0.12152418     -0.13328466       0.02761757        0.5020         
1278    0.12152418     -0.13308528       0.02759667        0.5016         
1279    0.12152418     -0.13288621       0.02757580        0.5012         
1280    0.43573854     -0.13244197       0.02755783        0.5016         
1281    -2.69262886    -0.13444055       0.02760874        0.5020         
1282    0.11930071     -0.13424263       0.02758791        0.5023         
1283    0.11930071     -0.13404501       0.02756710        0.5019         
1284    0.11930071     -0.13384770       0.02754633        0.5016         
1285    0.11930071     -0.13365070       0.02752559        0.5012         
1286    0.11930071     -0.13345400       0.02750488        0.5008         
1287    0.50901255     -0.13295480       0.02748804        0.5012         
1288    0.50901255     -0.13245638       0.02747121        0.5008         
1289    0.50901255     -0.13195873       0.02745440        0.5004         
1290    0.50901255     -0.13146186       0.02743761        0.5000         
1291    0.50901255     -0.13096575       0.02742084        0.4996         
1292    0.50901255     -0.13047041       0.02740408        0.4992         
1293    0.50901255     -0.12997584       0.02738734        0.4988         
1294    -0.96681509    -0.13062254       0.02737381        0.4992         
1295    -0.96681509    -0.13126825       0.02736029        0.4988         
1296    -0.48406859    -0.13154048       0.02734052        0.4992         
1297    -0.48406859    -0.13181228       0.02732079        0.4988         
1298    0.36705862     -0.13142794       0.02730243        0.4992         
1299    0.36705862     -0.13104419       0.02728411        0.4988         
1300    0.49653949     -0.13056144       0.02726739        0.4992         
1301    0.49653949     -0.13007942       0.02725068        0.4988         
1302    -0.74317702    -0.13055031       0.02723382        0.4992         
1303    -0.39073574    -0.13074999       0.02721364        0.4996         
1304    -0.39073574    -0.13094937       0.02719349        0.4992         
1305    -0.39073574    -0.13114844       0.02717338        0.4989         
1306    -0.39073574    -0.13134720       0.02715329        0.4985         
1307    -0.39073574    -0.13154567       0.02713323        0.4981         
1308    -0.39073574    -0.13174382       0.02711320        0.4977         
1309    -0.39073574    -0.13194168       0.02709321        0.4973         
1310    -0.39073574    -0.13213923       0.02707324        0.4969         
1311    -0.39073574    -0.13233648       0.02705330        0.4966         
1312    -0.39073574    -0.13253343       0.02703339        0.4962         
1313    0.41716881     -0.13211477       0.02701603        0.4966         
1314    0.41716881     -0.13169675       0.02699870        0.4962         
1315    0.41716881     -0.13127936       0.02698139        0.4958         
1316    0.41716881     -0.13086260       0.02696410        0.4954         
1317    0.41716881     -0.13044648       0.02694683        0.4951         
1318    0.41716881     -0.13003099       0.02692959        0.4947         
1319    0.41716881     -0.12961613       0.02691236        0.4943         
1320    0.41716881     -0.12920190       0.02689515        0.4939         
1321    -3.68015701    -0.13188998       0.02700889        0.4943         
1322    0.47817968     -0.13142851       0.02699239        0.4947         
1323    0.47817968     -0.13096773       0.02697592        0.4943         
1324    0.10537562     -0.13078923       0.02695613        0.4947         
1325    0.12652298     -0.13059503       0.02693647        0.4951         
1326    0.22930761     -0.13032361       0.02691752        0.4955         
1327    -1.29139843    -0.13119857       0.02691146        0.4959         
1328    -0.47420448    -0.13145686       0.02689243        0.4962         
1329    -0.47420448    -0.13171476       0.02687342        0.4959         
1330    -0.47420448    -0.13197227       0.02685444        0.4955         
1331    0.52699657     -0.13147717       0.02683882        0.4959         
1332    0.52699657     -0.13098282       0.02682322        0.4955         
1333    0.53043845     -0.13048663       0.02680769        0.4959         
1334    0.53043845     -0.12999119       0.02679216        0.4955         
1335    0.53043845     -0.12949648       0.02677666        0.4951         
1336    0.53043845     -0.12900252       0.02676117        0.4948         
1337    0.53043845     -0.12850930       0.02674569        0.4944         
1338    0.53043845     -0.12801681       0.02673023        0.4940         
1339    0.53043845     -0.12752506       0.02671479        0.4937         
1340    0.21254179     -0.12727128       0.02669605        0.4940         
1341    0.21254179     -0.12701787       0.02667734        0.4937         
1342    0.21254179     -0.12676485       0.02665865        0.4933         
1343    0.21254179     -0.12651220       0.02663999        0.4929         
1344    0.21254179     -0.12625993       0.02662136        0.4926         
1345    0.21254179     -0.12600803       0.02660275        0.4922         
1346    0.21254179     -0.12575651       0.02658417        0.4918         
1347    0.12319782     -0.12557169       0.02656507        0.4922         
1348    0.12319782     -0.12538714       0.02654600        0.4918         
1349    0.12319782     -0.12520287       0.02652695        0.4915         
1350    0.12319782     -0.12501887       0.02650793        0.4911         
1351    0.30215172     -0.12470268       0.02649019        0.4915         
1352    0.30215172     -0.12438696       0.02647248        0.4911         
1353    0.30215172     -0.12407170       0.02645478        0.4908         
1354    -1.57653613    -0.12514442       0.02645699        0.4911         
1355    0.46206475     -0.12471106       0.02644101        0.4915         
1356    0.51719096     -0.12423768       0.02642574        0.4919         
1357    0.51719096     -0.12376500       0.02641049        0.4915         
1358    -0.13888198    -0.12377613       0.02639104        0.4919         
1359    -0.13888198    -0.12378725       0.02637162        0.4915         
1360    -3.87912802    -0.12654853       0.02649649        0.4919         
1361    0.39473738     -0.12616551       0.02647979        0.4923         
1362    0.39473738     -0.12578306       0.02646310        0.4919         
1363    0.39473738     -0.12540116       0.02644644        0.4916         
1364    0.39473738     -0.12501983       0.02642979        0.4912         
1365    0.39473738     -0.12463905       0.02641317        0.4908         
1366    0.39473738     -0.12425884       0.02639656        0.4905         
1367    0.39473738     -0.12387918       0.02637998        0.4901         
1368    0.39473738     -0.12350007       0.02636341        0.4898         
1369    0.14222452     -0.12330597       0.02634486        0.4901         
1370    0.11411957     -0.12313267       0.02632620        0.4905         
1371    0.49349703     -0.12268290       0.02631083        0.4909         
1372    -0.01350802    -0.12260333       0.02629177        0.4913         
1373    -0.01350802    -0.12252387       0.02627273        0.4909         
1374    -0.01350802    -0.12244453       0.02625372        0.4905         
1375    -0.79244886    -0.12293180       0.02623915        0.4909         
1376    -0.73018461    -0.12337312       0.02622379        0.4913         
1377    -0.73018461    -0.12381380       0.02620844        0.4909         
1378    0.19743721     -0.12358067       0.02619045        0.4913         
1379    0.19743721     -0.12334788       0.02617249        0.4909         
1380    0.19743721     -0.12311542       0.02615455        0.4906         
1381    0.19743721     -0.12288331       0.02613663        0.4902         
1382    0.19743721     -0.12265153       0.02611874        0.4899         
1383    0.19743721     -0.12242008       0.02610088        0.4895         
1384    -1.21669368    -0.12321074       0.02609399        0.4899         
1385    -1.21669368    -0.12400026       0.02608710        0.4895         
1386    -0.04681784    -0.12394457       0.02606833        0.4899         
1387    -0.04681784    -0.12388897       0.02604958        0.4895         
1388    -0.04681784    -0.12383344       0.02603087        0.4892         
1389    0.18464883     -0.12361135       0.02601307        0.4896         
1390    0.18464883     -0.12338958       0.02599529        0.4892         
1391    0.52332465     -0.12292465       0.02598076        0.4896         
1392    0.52332465     -0.12246039       0.02596624        0.4892         
1393    0.52332465     -0.12199680       0.02595173        0.4889         
1394    0.33084444     -0.12167195       0.02593514        0.4892         
1395    -0.42997445    -0.12189296       0.02591749        0.4896         
1396    -0.42997445    -0.12211365       0.02589986        0.4893         
1397    0.17497113     -0.12190099       0.02588218        0.4896         
1398    0.17497113     -0.12168863       0.02586454        0.4893         
1399    -0.71813654    -0.12211497       0.02584956        0.4896         
1400    -2.13094276    -0.12354985       0.02587091        0.4900         
1401    -0.45503133    -0.12378645       0.02585352        0.4904         
1402    0.32877594     -0.12346365       0.02583709        0.4907         
1403    0.17130677     -0.12325355       0.02581952        0.4911         
1404    0.17130677     -0.12304375       0.02580198        0.4907         
1405    0.17130677     -0.12283425       0.02578446        0.4904         
1406    0.17130677     -0.12262505       0.02576696        0.4900         
1407    0.17130677     -0.12241614       0.02574949        0.4897         
1408    0.17130677     -0.12220753       0.02573204        0.4893         
1409    0.17130677     -0.12199921       0.02571461        0.4890         
1410    0.26672441     -0.12172352       0.02569785        0.4894         
1411    -0.17175665    -0.12175898       0.02567965        0.4897         
1412    0.51044238     -0.12131125       0.02566537        0.4901         
1413    -0.50319250    -0.12158151       0.02564862        0.4904         
1414    -0.50319250    -0.12185139       0.02563190        0.4901         
1415    -0.50319250    -0.12212089       0.02561519        0.4898         
1416    -0.77343085    -0.12258086       0.02560123        0.4901         
1417    -0.77343085    -0.12304017       0.02558728        0.4898         
1418    0.52391487     -0.12258393       0.02557330        0.4901         
1419    0.19822199     -0.12235785       0.02555627        0.4905         
1420    -5.26084840    -0.12597650       0.02579337        0.4908         
1421    0.12104691     -0.12580267       0.02577579        0.4912         
1422    0.12104691     -0.12562907       0.02575825        0.4909         
1423    -1.40197637    -0.12652601       0.02575576        0.4912         
1424    -1.70746567    -0.12763622       0.02576160        0.4916         
1425    0.50547296     -0.12719194       0.02574735        0.4919         
1426    0.50547296     -0.12674827       0.02573311        0.4916         
1427    -0.47505908    -0.12699236       0.02571623        0.4919         
1428    0.43293633     -0.12660025       0.02570121        0.4923         
1429    0.43293633     -0.12620869       0.02568620        0.4920         
1430    0.43293633     -0.12581768       0.02567121        0.4916         
1431    0.43293633     -0.12542722       0.02565624        0.4913         
1432    0.43293633     -0.12503730       0.02564128        0.4909         
1433    -1.73100788    -0.12615801       0.02564788        0.4913         
1434    -1.73100788    -0.12727715       0.02565441        0.4909         
1435    -1.73100788    -0.12839473       0.02566087        0.4906         
1436    -1.13138396    -0.12909319       0.02565250        0.4909         
1437    -1.13138396    -0.12979068       0.02564413        0.4906         
1438    -0.48281438    -0.13003618       0.02562747        0.4910         
1439    -0.48281438    -0.13028133       0.02561083        0.4906         
1440    -0.01573870    -0.13020179       0.02559316        0.4910         
1441    -0.01573870    -0.13012235       0.02557552        0.4906         
1442    -0.01573870    -0.13004303       0.02555790        0.4903         
1443    -0.05593695    -0.12999168       0.02554023        0.4906         
1444    -0.05593695    -0.12994039       0.02552259        0.4903         
1445    -0.05593695    -0.12988918       0.02550497        0.4900         
1446    -0.20459382    -0.12994084       0.02548738        0.4903         
1447    -0.20459382    -0.12999243       0.02546981        0.4900         
1448    -0.06946306    -0.12995063       0.02545225        0.4903         
1449    0.43411037     -0.12956135       0.02543766        0.4907         
1450    0.33961440     -0.12923778       0.02542217        0.4910         
1451    0.33961440     -0.12891466       0.02540670        0.4907         
1452    0.33961440     -0.12859198       0.02539124        0.4904         
1453    0.33961440     -0.12826975       0.02537581        0.4900         
1454    0.33961440     -0.12794796       0.02536039        0.4897         
1455    0.33961440     -0.12762661       0.02534499        0.4893         
1456    0.33961440     -0.12730570       0.02532961        0.4890         
1457    0.45151838     -0.12690843       0.02531534        0.4894         
1458    0.45151838     -0.12651170       0.02530108        0.4890         
1459    0.45151838     -0.12611552       0.02528684        0.4887         
1460    0.45151838     -0.12571988       0.02527261        0.4884         
1461    0.29432566     -0.12543238       0.02525694        0.4887         
1462    -0.34741280    -0.12558421       0.02524012        0.4891         
1463    -0.45051177    -0.12580631       0.02522384        0.4894         
1464    -0.45051177    -0.12602810       0.02520758        0.4891         
1465    0.14773898     -0.12584123       0.02519106        0.4894         
1466    0.45741799     -0.12544337       0.02517701        0.4898         
1467    -0.60479016    -0.12577012       0.02516197        0.4901         
1468    -0.60479016    -0.12609643       0.02514694        0.4898         
1469    -0.60479016    -0.12642229       0.02513192        0.4894         
1470    -0.03050891    -0.12635705       0.02511491        0.4898         
1471    -0.03050891    -0.12629189       0.02509791        0.4895         
1472    -0.12079848    -0.12628816       0.02508086        0.4898         
1473    -0.12079848    -0.12628443       0.02506382        0.4895         
1474    -0.65264661    -0.12664153       0.02504936        0.4898         
1475    0.51829300     -0.12620428       0.02503619        0.4902         
1476    -0.51306734    -0.12646639       0.02502059        0.4905         
1477    -0.11417292    -0.12645806       0.02500365        0.4909         
1478    0.46776220     -0.12605602       0.02498996        0.4912         
1479    0.46776220     -0.12565452       0.02497629        0.4909         
1480    -0.34981033    -0.12580598       0.02495986        0.4912         
1481    -0.34981033    -0.12595723       0.02494346        0.4909         
1482    -0.34981033    -0.12610828       0.02492709        0.4906         
1483    -2.09703272    -0.12743729       0.02494570        0.4909         
1484    -1.66454902    -0.12847308       0.02495039        0.4912         
1485    -1.66454902    -0.12950747       0.02495503        0.4909         
1486    0.26605066     -0.12924128       0.02493965        0.4913         
1487    0.26605066     -0.12897545       0.02492429        0.4909         
1488    0.26605066     -0.12870998       0.02490895        0.4906         
1489    0.26605066     -0.12844486       0.02489363        0.4903         
1490    0.50554428     -0.12801936       0.02488056        0.4906         
1491    0.45414719     -0.12762891       0.02486693        0.4909         
1492    0.45414719     -0.12723898       0.02485332        0.4906         
1493    0.45414719     -0.12684957       0.02483972        0.4903         
1494    0.45414719     -0.12646068       0.02482613        0.4900         
1495    -1.13296563    -0.12713393       0.02481865        0.4903         
1496    -0.88611002    -0.12764127       0.02480724        0.4906         
1497    -0.38565264    -0.12781362       0.02479127        0.4910         
1498    -5.82675708    -0.13161799       0.02506511        0.4913         
1499    0.47612757     -0.13121255       0.02505166        0.4917         
1500    -0.24162007    -0.13128616       0.02503506        0.4920         
1501    -0.39679653    -0.13146305       0.02501900        0.4923         
1502    -0.39679653    -0.13163970       0.02500296        0.4920         
1503    -0.79225953    -0.13207924       0.02499019        0.4923         
1504    0.51135777     -0.13165142       0.02497723        0.4927         
1505    0.51135777     -0.13122417       0.02496429        0.4924         
