#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         987    -5.47901    -5.52983  0.00932045
         988    -5.48845    -5.52979  0.00931111
         989    -5.49753    -5.52975  0.00930175
         990    -5.50563    -5.52973  0.00929239
         991    -5.51392    -5.52971  0.00928302
         992    -5.52074     -5.5297  0.00927367
         993    -5.52726     -5.5297  0.00926433
         994    -5.53272     -5.5297  0.00925501
         995    -5.53757    -5.52971  0.00924571
         996    -5.54196    -5.52972  0.00923644
         997     -5.5462    -5.52974  0.00922719
         998    -5.54967    -5.52976  0.00921797
         999     -5.5524    -5.52978  0.00920877
        1000    -5.55469    -5.52981  0.00919959
        1001    -5.55627    -5.52984  0.00919044
        1002    -5.55745    -5.52986  0.00918131
        1003    -5.55809    -5.52989   0.0091722
        1004    -5.55899    -5.52992  0.00916311
        1005     -5.5585    -5.52995  0.00915403
        1006    -5.55756    -5.52998  0.00914498
        1007    -5.55603       -5.53  0.00913593
        1008    -5.55395    -5.53003   0.0091269
        1009    -5.55195    -5.53005  0.00911788
        1010    -5.54884    -5.53007  0.00910887
        1011    -5.54661    -5.53008  0.00909988
        1012    -5.54362     -5.5301  0.00909089
        1013     -5.5405    -5.53011  0.00908192
        1014    -5.53711    -5.53011  0.00907297
        1015    -5.53332    -5.53012  0.00906403
        1016    -5.52931    -5.53012  0.00905511
        1017    -5.52568    -5.53011  0.00904621
        1018    -5.52125     -5.5301  0.00903733
        1019    -5.51631    -5.53009  0.00902847
        1020    -5.51135    -5.53007  0.00901963
        1021    -5.50622    -5.53005  0.00901083
        1022    -5.50092    -5.53002  0.00900206
        1023    -5.49517    -5.52998  0.00899332
        1024    -5.48943    -5.52994  0.00898463
        1025    -5.48385     -5.5299  0.00897598
        1026    -5.47786    -5.52985  0.00896737
        1027    -5.47252    -5.52979  0.00895881
        1028    -5.46635    -5.52973  0.00895031
        1029    -5.46011    -5.52966  0.00894187
        1030    -5.45398    -5.52959  0.00893349
        1031    -5.44844    -5.52951  0.00892517
        1032    -5.44307    -5.52943  0.00891691
        1033    -5.43713    -5.52934  0.00890873
        1034    -5.43127    -5.52924  0.00890062
        1035    -5.42581    -5.52914  0.00889258
        1036     -5.4202    -5.52904  0.00888462
        1037    -5.41523    -5.52893  0.00887673
        1038    -5.40972    -5.52881  0.00886892
        1039    -5.40477    -5.52869  0.00886119
        1040    -5.39922    -5.52857  0.00885354
        1041    -5.39507    -5.52844  0.00884597
        1042     -5.3913    -5.52831  0.00883846
        1043    -5.38778    -5.52818  0.00883101
        1044    -5.38487    -5.52804  0.00882362
        1045    -5.38198     -5.5279  0.00881628
        1046    -5.37959    -5.52776  0.00880899
        1047    -5.37804    -5.52761  0.00880174
        1048    -5.37703    -5.52747  0.00879451
        1049    -5.37644    -5.52733  0.00878731
        1050    -5.37657    -5.52718  0.00878011
        1051    -5.37758    -5.52704  0.00877291
        1052    -5.37916     -5.5269   0.0087657
        1053    -5.38086    -5.52676  0.00875847
        1054    -5.38371    -5.52663  0.00875121
        1055    -5.38681    -5.52649  0.00874392
        1056    -5.39057    -5.52636  0.00873659
        1057    -5.39453    -5.52624  0.00872921
        1058    -5.39925    -5.52612  0.00872179
        1059     -5.4038      -5.526  0.00871432
        1060    -5.40889    -5.52589   0.0087068
        1061    -5.41449    -5.52579  0.00869922
        1062    -5.42054    -5.52569   0.0086916
        1063    -5.42687     -5.5256  0.00868392
        1064    -5.43296    -5.52551  0.00867619
        1065     -5.4397    -5.52543  0.00866842
        1066    -5.44641    -5.52535   0.0086606
        1067    -5.45322    -5.52529  0.00865275
        1068    -5.46038    -5.52523  0.00864486
        1069    -5.46739    -5.52517  0.00863694
        1070    -5.47407    -5.52512    0.008629
        1071    -5.48098    -5.52508  0.00862105
        1072    -5.48777    -5.52505  0.00861307
        1073    -5.49411    -5.52502   0.0086051
        1074    -5.49996      -5.525  0.00859711
        1075    -5.50605    -5.52498  0.00858914
        1076    -5.51174    -5.52497  0.00858116
        1077    -5.51686    -5.52496   0.0085732
        1078    -5.52212    -5.52496  0.00856525
        1079    -5.52722    -5.52496  0.00855731
        1080    -5.53212    -5.52496  0.00854939
        1081    -5.53651    -5.52498  0.00854148
        1082    -5.54007    -5.52499   0.0085336
        1083    -5.54339    -5.52501  0.00852574
        1084    -5.54691    -5.52503   0.0085179
        1085    -5.54943    -5.52505  0.00851008
        1086    -5.55139    -5.52507  0.00850228
        1087    -5.55294     -5.5251  0.00849449
        1088    -5.55438    -5.52513  0.00848673
        1089    -5.55603    -5.52515  0.00847898
        1090    -5.55652    -5.52518  0.00847125
        1091    -5.55633    -5.52521  0.00846353
        1092    -5.55621    -5.52524  0.00845583
        1093    -5.55589    -5.52527  0.00844814
        1094    -5.55537     -5.5253  0.00844046
        1095    -5.55423    -5.52532   0.0084328
        1096    -5.55262    -5.52535  0.00842514
        1097    -5.55057    -5.52537  0.00841749
        1098    -5.54826    -5.52539  0.00840985
        1099    -5.54631    -5.52541  0.00840222
        1100    -5.54399    -5.52543   0.0083946
        1101    -5.54117    -5.52544  0.00838699
        1102    -5.53834    -5.52545  0.00837938
        1103    -5.53566    -5.52546  0.00837179
        1104    -5.53242    -5.52547  0.00836421
        1105    -5.52969    -5.52547  0.00835664
        1106    -5.52629    -5.52547  0.00834909
        1107    -5.52299    -5.52547  0.00834155
        1108    -5.51968    -5.52547  0.00833402
        1109    -5.51607    -5.52546  0.00832651
        1110    -5.51249    -5.52544  0.00831902
        1111    -5.50926    -5.52543  0.00831154
        1112    -5.50579    -5.52541  0.00830408
        1113    -5.50286    -5.52539  0.00829665
        1114    -5.49942    -5.52537  0.00828923
        1115    -5.49654    -5.52534  0.00828184
        1116    -5.49333    -5.52531  0.00827447
        1117     -5.4904    -5.52528  0.00826712
        1118    -5.48774    -5.52525  0.00825979
        1119    -5.48583    -5.52521  0.00825249
        1120     -5.4842    -5.52518   0.0082452
        1121    -5.48224    -5.52514  0.00823793
        1122    -5.48027     -5.5251  0.00823069
        1123    -5.47841    -5.52506  0.00822346
        1124    -5.47667    -5.52502  0.00821626
        1125    -5.47517    -5.52497  0.00820908
        1126    -5.47437    -5.52493  0.00820191
        1127    -5.47319    -5.52488  0.00819476
        1128    -5.47207    -5.52483  0.00818763
        1129    -5.47024    -5.52478  0.00818052
        1130    -5.46905    -5.52474  0.00817343
        1131    -5.46788    -5.52469  0.00816636
        1132    -5.46671    -5.52463   0.0081593
        1133    -5.46523    -5.52458  0.00815227
        1134    -5.46388    -5.52453  0.00814526
        1135     -5.4628    -5.52447  0.00813826
        1136    -5.46137    -5.52442  0.00813129
        1137    -5.45989    -5.52436  0.00812433
        1138    -5.45836     -5.5243   0.0081174
        1139    -5.45691    -5.52424  0.00811049
        1140     -5.4557    -5.52418   0.0081036
        1141    -5.45413    -5.52412  0.00809673
        1142    -5.45189    -5.52406  0.00808989
        1143     -5.4505    -5.52399  0.00808307
        1144    -5.44845    -5.52393  0.00807627
        1145    -5.44695    -5.52386   0.0080695
        1146    -5.44497    -5.52379  0.00806275
        1147    -5.44296    -5.52372  0.00805603
        1148    -5.44108    -5.52365  0.00804933
        1149    -5.43904    -5.52358  0.00804266
        1150    -5.43717     -5.5235  0.00803602
        1151    -5.43533    -5.52343   0.0080294
        1152    -5.43307    -5.52335  0.00802282
        1153    -5.43116    -5.52327  0.00801626
        1154    -5.42963    -5.52319  0.00800972
        1155    -5.42818     -5.5231  0.00800321
        1156    -5.42667    -5.52302  0.00799672
        1157    -5.42482    -5.52293  0.00799026
        1158    -5.42324    -5.52285  0.00798382
        1159    -5.42179    -5.52276  0.00797741
        1160    -5.42092    -5.52267  0.00797102
        1161    -5.41974    -5.52259  0.00796464
        1162    -5.41885     -5.5225  0.00795829
        1163     -5.4181    -5.52241  0.00795195
        1164    -5.41734    -5.52232  0.00794563
        1165    -5.41702    -5.52223  0.00793933
        1166    -5.41697    -5.52214  0.00793303
        1167     -5.4172    -5.52205  0.00792674
        1168    -5.41724    -5.52196  0.00792046
        1169    -5.41724    -5.52187  0.00791419
        1170    -5.41732    -5.52178  0.00790793
        1171    -5.41734    -5.52169  0.00790168
        1172    -5.41728     -5.5216  0.00789544
        1173    -5.41727    -5.52151  0.00788921
        1174    -5.41776    -5.52142  0.00788299
        1175    -5.41783    -5.52133  0.00787677
        1176    -5.41793    -5.52124  0.00787057
        1177    -5.41834    -5.52116  0.00786437
        1178    -5.41876    -5.52107  0.00785817
        1179    -5.41872    -5.52098  0.00785198
        1180    -5.41913     -5.5209   0.0078458
        1181    -5.41922    -5.52081  0.00783963
        1182    -5.41974    -5.52073  0.00783347
        1183    -5.42024    -5.52064  0.00782731
        1184    -5.42072    -5.52056  0.00782115
        1185    -5.42164    -5.52047    0.007815
        1186    -5.42178    -5.52039  0.00780885
        1187    -5.42206    -5.52031  0.00780271
        1188    -5.42264    -5.52022  0.00779657
        1189    -5.42262    -5.52014  0.00779045
        1190     -5.4229    -5.52006  0.00778433
        1191    -5.42261    -5.51998  0.00777823
        1192    -5.42296     -5.5199  0.00777213
        1193    -5.42367    -5.51982  0.00776603
        1194    -5.42398    -5.51974  0.00775994
        1195    -5.42482    -5.51966  0.00775385
        1196    -5.42546    -5.51958  0.00774777
        1197    -5.42574     -5.5195  0.00774169
        1198    -5.42689    -5.51942  0.00773562
        1199    -5.42786    -5.51935  0.00772954
        1200    -5.42942    -5.51927  0.00772346
        1201    -5.43037     -5.5192  0.00771739
        1202     -5.4313    -5.51912  0.00771131
        1203    -5.43283    -5.51905  0.00770524
        1204     -5.4345    -5.51898  0.00769916
        1205    -5.43631    -5.51891  0.00769307
        1206    -5.43884    -5.51885  0.00768698
        1207    -5.44088    -5.51878  0.00768089
        1208    -5.44318    -5.51872  0.00767478
        1209    -5.44542    -5.51866  0.00766867
        1210    -5.44834     -5.5186  0.00766256
        1211    -5.45116    -5.51855  0.00765643
        1212    -5.45342    -5.51849   0.0076503
        1213    -5.45631    -5.51844  0.00764417
        1214    -5.45875    -5.51839  0.00763803
        1215    -5.46135    -5.51834  0.00763189
        1216    -5.46363     -5.5183  0.00762574
        1217    -5.46588    -5.51826   0.0076196
        1218    -5.46856    -5.51822  0.00761345
        1219    -5.47089    -5.51818   0.0076073
        1220    -5.47318    -5.51814  0.00760116
        1221    -5.47527    -5.51811  0.00759501
        1222    -5.47747    -5.51807  0.00758887
        1223    -5.47977    -5.51804  0.00758273
        1224    -5.48201    -5.51801  0.00757659
        1225    -5.48421    -5.51798  0.00757046
        1226    -5.48606    -5.51796  0.00756433
        1227    -5.48877    -5.51793   0.0075582
        1228    -5.49022    -5.51791  0.00755208
        1229    -5.49178    -5.51789  0.00754597
        1230    -5.49329    -5.51787  0.00753986
        1231    -5.49461    -5.51785  0.00753376
        1232    -5.49647    -5.51783  0.00752766
        1233    -5.49844    -5.51782  0.00752157
        1234    -5.50049     -5.5178  0.00751549
        1235    -5.50188    -5.51779  0.00750942
        1236     -5.5032    -5.51778  0.00750335
        1237    -5.50475    -5.51777  0.00749729
        1238    -5.50607    -5.51776  0.00749124
        1239    -5.50729    -5.51775   0.0074852
        1240    -5.50767    -5.51774  0.00747917
        1241    -5.50839    -5.51774  0.00747314
        1242      -5.509    -5.51773  0.00746713
        1243    -5.50964    -5.51772  0.00746113
        1244    -5.50954    -5.51771  0.00745513
        1245    -5.50977    -5.51771  0.00744915
        1246    -5.51045     -5.5177  0.00744317
        1247    -5.51039     -5.5177   0.0074372
        1248    -5.51048    -5.51769  0.00743125
        1249    -5.51056    -5.51769   0.0074253
        1250    -5.51019    -5.51768  0.00741936
        1251    -5.50966    -5.51767  0.00741343
        1252    -5.50882    -5.51767  0.00740751
        1253    -5.50813    -5.51766  0.00740161
        1254    -5.50744    -5.51765  0.00739571
        1255     -5.5069    -5.51764  0.00738982
        1256    -5.50576    -5.51763  0.00738394
        1257    -5.50434    -5.51762  0.00737808
        1258    -5.50324    -5.51761  0.00737222
        1259    -5.50172     -5.5176  0.00736638
        1260    -5.50009    -5.51758  0.00736054
        1261    -5.49836    -5.51757  0.00735472
        1262      -5.497    -5.51755  0.00734891
        1263    -5.49481    -5.51753  0.00734311
        1264    -5.49316    -5.51751  0.00733733
        1265    -5.49085    -5.51749  0.00733156
        1266    -5.48882    -5.51747   0.0073258
        1267    -5.48737    -5.51745  0.00732006
        1268     -5.4853    -5.51742  0.00731433
        1269    -5.48278    -5.51739  0.00730862
        1270    -5.48058    -5.51737  0.00730292
        1271    -5.47917    -5.51734  0.00729724
        1272    -5.47689     -5.5173  0.00729157
        1273    -5.47542    -5.51727  0.00728592
        1274    -5.47326    -5.51724  0.00728028
        1275    -5.47102     -5.5172  0.00727466
        1276    -5.46902    -5.51716  0.00726906
        1277    -5.46725    -5.51712  0.00726347
        1278    -5.46574    -5.51708   0.0072579
        1279    -5.46417    -5.51704  0.00725234
        1280    -5.46318      -5.517   0.0072468
        1281    -5.46214    -5.51696  0.00724127
        1282    -5.46137    -5.51691  0.00723575
        1283    -5.46073    -5.51687  0.00723024
        1284     -5.4599    -5.51683  0.00722475
        1285    -5.45949    -5.51678  0.00721926
        1286    -5.45876    -5.51674  0.00721379
        1287    -5.45829    -5.51669  0.00720833
        1288     -5.4581    -5.51664  0.00720287
        1289    -5.45786     -5.5166  0.00719743
        1290    -5.45758    -5.51655    0.007192
        1291    -5.45725    -5.51651  0.00718657
        1292    -5.45718    -5.51646  0.00718116
        1293     -5.4575    -5.51642  0.00717575
        1294    -5.45731    -5.51637  0.00717035
        1295     -5.4578    -5.51632  0.00716495
        1296    -5.45852    -5.51628  0.00715956
        1297    -5.45885    -5.51624  0.00715418
        1298    -5.45893    -5.51619   0.0071488
        1299    -5.45921    -5.51615  0.00714344
        1300    -5.45999     -5.5161  0.00713807
        1301    -5.46034    -5.51606  0.00713271
        1302    -5.46057    -5.51602  0.00712736
        1303    -5.46157    -5.51598  0.00712201
        1304    -5.46258    -5.51594  0.00711667
        1305    -5.46267     -5.5159  0.00711133
        1306    -5.46351    -5.51586    0.007106
        1307    -5.46358    -5.51582  0.00710068
        1308    -5.46421    -5.51578  0.00709536
        1309    -5.46466    -5.51574  0.00709005
        1310    -5.46521     -5.5157  0.00708474
        1311     -5.4654    -5.51566  0.00707944
        1312    -5.46583    -5.51562  0.00707414
        1313    -5.46604    -5.51558  0.00706886
        1314    -5.46649    -5.51555  0.00706358
        1315     -5.4667    -5.51551   0.0070583
        1316    -5.46667    -5.51547  0.00705304
        1317    -5.46672    -5.51544  0.00704778
        1318    -5.46607     -5.5154  0.00704253
        1319    -5.46579    -5.51536  0.00703729
        1320    -5.46588    -5.51532  0.00703206
        1321    -5.46558    -5.51529  0.00702684
        1322     -5.4649    -5.51525  0.00702163
        1323     -5.4646    -5.51521  0.00701642
        1324    -5.46452    -5.51517  0.00701123
        1325    -5.46379    -5.51513  0.00700604
        1326    -5.46345    -5.51509  0.00700087
        1327    -5.46322    -5.51505   0.0069957
        1328    -5.46266    -5.51501  0.00699055
        1329    -5.46179    -5.51497   0.0069854
        1330    -5.46121    -5.51493  0.00698026
        1331    -5.46049    -5.51489  0.00697514
        1332    -5.46026    -5.51485  0.00697002
        1333    -5.45917    -5.51481  0.00696492
        1334     -5.4589    -5.51477  0.00695983
        1335    -5.45886    -5.51473  0.00695474
        1336    -5.45877    -5.51468  0.00694966
        1337    -5.45835    -5.51464  0.00694459
        1338    -5.45868     -5.5146  0.00693952
        1339    -5.45901    -5.51456  0.00693447
        1340    -5.45906    -5.51452  0.00692941
        1341    -5.46021    -5.51448  0.00692437
        1342    -5.46097    -5.51444  0.00691932
        1343     -5.4621     -5.5144  0.00691428
        1344    -5.46317    -5.51436  0.00690924
        1345    -5.46449    -5.51432   0.0069042
        1346    -5.46607    -5.51429  0.00689916
        1347    -5.46731    -5.51425  0.00689413
        1348    -5.46959    -5.51422   0.0068891
        1349    -5.47229    -5.51419  0.00688406
        1350    -5.47482    -5.51416  0.00687902
        1351    -5.47792    -5.51413  0.00687398
        1352     -5.4816    -5.51411  0.00686894
        1353    -5.48509    -5.51409   0.0068639
        1354    -5.48899    -5.51407  0.00685885
        1355    -5.49297    -5.51405  0.00685381
        1356    -5.49688    -5.51404  0.00684877
        1357     -5.5016    -5.51403  0.00684372
        1358     -5.5059    -5.51403  0.00683869
        1359    -5.51082    -5.51402  0.00683366
        1360    -5.51633    -5.51402  0.00682863
        1361    -5.52165    -5.51403  0.00682362
        1362    -5.52675    -5.51404  0.00681861
        1363     -5.5316    -5.51405  0.00681362
        1364    -5.53677    -5.51407  0.00680865
        1365    -5.54179    -5.51409  0.00680369
        1366    -5.54707    -5.51411  0.00679875
        1367    -5.55168    -5.51414  0.00679383
        1368    -5.55665    -5.51417  0.00678894
        1369    -5.56148    -5.51421  0.00678407
        1370      -5.566    -5.51424  0.00677922
        1371    -5.57093    -5.51429   0.0067744
        1372     -5.5758    -5.51433  0.00676961
        1373    -5.57996    -5.51438  0.00676485
        1374    -5.58355    -5.51443  0.00676012
        1375     -5.5873    -5.51448  0.00675541
        1376    -5.59027    -5.51454  0.00675072
        1377    -5.59259    -5.51459  0.00674606
        1378      -5.595    -5.51465  0.00674141
        1379    -5.59687    -5.51471  0.00673679
        1380    -5.59849    -5.51477  0.00673218
        1381    -5.59999    -5.51483  0.00672759
        1382    -5.60106     -5.5149  0.00672301
        1383    -5.60108    -5.51496  0.00671844
        1384    -5.60079    -5.51502  0.00671387
        1385     -5.6005    -5.51508  0.00670931
        1386    -5.59929    -5.51514  0.00670474
        1387    -5.59716     -5.5152  0.00670017
        1388    -5.59501    -5.51526  0.00669559
        1389     -5.5924    -5.51532    0.006691
        1390    -5.58993    -5.51537   0.0066864
        1391    -5.58656    -5.51542  0.00668179
        1392     -5.5826    -5.51547  0.00667716
        1393    -5.57866    -5.51551  0.00667252
        1394    -5.57417    -5.51556  0.00666787
        1395    -5.56913    -5.51559   0.0066632
        1396    -5.56311    -5.51563  0.00665851
        1397    -5.55736    -5.51566  0.00665381
        1398    -5.55113    -5.51568   0.0066491
        1399    -5.54461     -5.5157  0.00664438
        1400    -5.53783    -5.51572  0.00663965
        1401    -5.53128    -5.51573  0.00663492
        1402    -5.52439    -5.51574  0.00663019
        1403    -5.51734    -5.51574  0.00662547
        1404    -5.51019    -5.51573  0.00662075
        1405    -5.50266    -5.51572  0.00661605
        1406     -5.4954    -5.51571  0.00661136
        1407    -5.48755    -5.51569  0.00660669
        1408    -5.48021    -5.51567  0.00660204
        1409    -5.47311    -5.51564  0.00659743
        1410    -5.46524     -5.5156  0.00659284
        1411    -5.45815    -5.51556   0.0065883
        1412    -5.45141    -5.51551  0.00658379
        1413    -5.44492    -5.51546  0.00657932
        1414    -5.43884    -5.51541  0.00657489
        1415    -5.43262    -5.51535   0.0065705
        1416    -5.42671    -5.51529  0.00656616
        1417    -5.42128    -5.51522  0.00656186
        1418    -5.41606    -5.51515  0.00655761
        1419    -5.41166    -5.51508  0.00655339
        1420    -5.40731      -5.515  0.00654922
        1421    -5.40364    -5.51492  0.00654508
        1422    -5.40063    -5.51484  0.00654097
        1423    -5.39844    -5.51476  0.00653688
        1424    -5.39569    -5.51468  0.00653283
        1425    -5.39359    -5.51459  0.00652879
        1426    -5.39182    -5.51451  0.00652478
        1427    -5.39021    -5.51442  0.00652079
        1428    -5.38921    -5.51433  0.00651681
        1429    -5.38774    -5.51424  0.00651286
        1430    -5.38684    -5.51416  0.00650891
        1431    -5.38635    -5.51407  0.00650498
        1432     -5.3858    -5.51398  0.00650105
        1433    -5.38593    -5.51389  0.00649713
        1434    -5.38598     -5.5138  0.00649321
        1435    -5.38653    -5.51371  0.00648929
        1436    -5.38698    -5.51362  0.00648537
        1437     -5.3876    -5.51353  0.00648145
        1438     -5.3884    -5.51345  0.00647753
        1439    -5.38921    -5.51336   0.0064736
        1440    -5.39031    -5.51327  0.00646967
        1441    -5.39111    -5.51319  0.00646573
        1442    -5.39234    -5.51311  0.00646179
        1443    -5.39354    -5.51302  0.00645785
        1444     -5.3953    -5.51294  0.00645389
        1445    -5.39717    -5.51286  0.00644992
        1446    -5.39883    -5.51278  0.00644594
        1447    -5.40057     -5.5127  0.00644195
        1448    -5.40268    -5.51263  0.00643795
        1449    -5.40499    -5.51255  0.00643394
        1450    -5.40735    -5.51248  0.00642991
        1451    -5.40929    -5.51241  0.00642587
        1452    -5.41093    -5.51234  0.00642183
        1453    -5.41258    -5.51227  0.00641777
        1454    -5.41452    -5.51221  0.00641371
        1455    -5.41627    -5.51214  0.00640964
        1456    -5.41829    -5.51207  0.00640557
        1457    -5.42039    -5.51201  0.00640148
        1458    -5.42211    -5.51195  0.00639738
        1459    -5.42345    -5.51189  0.00639329
        1460    -5.42484    -5.51183  0.00638919
        1461    -5.42657    -5.51177  0.00638508
        1462    -5.42879    -5.51171  0.00638096
        1463    -5.43012    -5.51166  0.00637685
        1464    -5.43117     -5.5116  0.00637273
        1465    -5.43239    -5.51155  0.00636861
        1466    -5.43316     -5.5115  0.00636449
        1467     -5.4335    -5.51144  0.00636037
        1468    -5.43341    -5.51139  0.00635626
        1469    -5.43365    -5.51134  0.00635215
        1470    -5.43438    -5.51128  0.00634805
        1471    -5.43485    -5.51123  0.00634395
        1472    -5.43538    -5.51118  0.00633985
        1473    -5.43524    -5.51113  0.00633575
        1474    -5.43518    -5.51108  0.00633166
        1475    -5.43508    -5.51103  0.00632758
        1476    -5.43482    -5.51098   0.0063235
        1477    -5.43441    -5.51092  0.00631943
        1478    -5.43417    -5.51087  0.00631537
        1479    -5.43412    -5.51082  0.00631131
        1480    -5.43429    -5.51077  0.00630726
        1481    -5.43439    -5.51072  0.00630321
        1482    -5.43428    -5.51066  0.00629917
        1483    -5.43519    -5.51061  0.00629513
        1484    -5.43562    -5.51056  0.00629109
        1485    -5.43572    -5.51051  0.00628706
        1486    -5.43686    -5.51046  0.00628302
        1487    -5.43737    -5.51041  0.00627899
        1488    -5.43832    -5.51037  0.00627495
        1489    -5.43968    -5.51032  0.00627092
        1490    -5.44115    -5.51027  0.00626688
        1491    -5.44255    -5.51023  0.00626284
        1492    -5.44328    -5.51018  0.00625881
        1493    -5.44511    -5.51014  0.00625477
        1494    -5.44696     -5.5101  0.00625072
        1495    -5.44867    -5.51005  0.00624668
        1496    -5.45034    -5.51001  0.00624263
        1497    -5.45179    -5.50998  0.00623858
        1498    -5.45301    -5.50994  0.00623453
        1499    -5.45455     -5.5099  0.00623048
        1500    -5.45549    -5.50986  0.00622643
        1501     -5.4561    -5.50983  0.00622239
        1502    -5.45679    -5.50979  0.00621835
        1503     -5.4574    -5.50976  0.00621431
        1504    -5.45729    -5.50972  0.00621027
        1505     -5.4572    -5.50969  0.00620625
        1506    -5.45697    -5.50965  0.00620222
        1507    -5.45566    -5.50962  0.00619821
        1508    -5.45479    -5.50958  0.00619421
        1509    -5.45358    -5.50954  0.00619021
        1510    -5.45234    -5.50951  0.00618623
        1511    -5.45062    -5.50947  0.00618226
        1512    -5.44812    -5.50943   0.0061783
        1513    -5.44606    -5.50938  0.00617436
        1514    -5.44324    -5.50934  0.00617044
        1515    -5.44058     -5.5093  0.00616653
        1516     -5.4369    -5.50925  0.00616265
        1517    -5.43328     -5.5092  0.00615879
        1518    -5.42929    -5.50915  0.00615496
        1519    -5.42466    -5.50909  0.00615116
        1520    -5.42032    -5.50903  0.00614739
        1521     -5.4157    -5.50897  0.00614365
        1522    -5.41113    -5.50891  0.00613995
        1523    -5.40665    -5.50884  0.00613629
        1524      -5.402    -5.50877  0.00613266
        1525     -5.3975     -5.5087  0.00612907
        1526    -5.39228    -5.50862  0.00612553
        1527    -5.38804    -5.50854  0.00612203
        1528    -5.38331    -5.50846  0.00611857
        1529    -5.37946    -5.50837  0.00611515
        1530    -5.37547    -5.50829  0.00611177
        1531    -5.37136     -5.5082  0.00610843
        1532    -5.36838    -5.50811  0.00610513
        1533    -5.36488    -5.50801  0.00610186
        1534    -5.36179    -5.50792  0.00609863
        1535    -5.35913    -5.50782  0.00609543
        1536     -5.3563    -5.50772  0.00609225
        1537    -5.35407    -5.50762  0.00608911
        1538    -5.35199    -5.50752  0.00608599
        1539    -5.35023    -5.50742   0.0060829
        1540    -5.34879    -5.50732  0.00607982
        1541    -5.34737    -5.50721  0.00607676
        1542    -5.34717    -5.50711   0.0060737
        1543    -5.34638      -5.507  0.00607066
        1544    -5.34604     -5.5069  0.00606762
        1545    -5.34615     -5.5068  0.00606459
        1546    -5.34685    -5.50669  0.00606155
        1547    -5.34736    -5.50659  0.00605851
        1548    -5.34844    -5.50649  0.00605545
        1549    -5.35007    -5.50639  0.00605239
        1550    -5.35117    -5.50629  0.00604931
        1551    -5.35279    -5.50619  0.00604622
        1552    -5.35445    -5.50609  0.00604311
        1553    -5.35631    -5.50599  0.00603999
        1554    -5.35847     -5.5059  0.00603685
        1555    -5.36079     -5.5058  0.00603369
        1556     -5.3634    -5.50571  0.00603051
        1557    -5.36612    -5.50562   0.0060273
        1558    -5.36925    -5.50554  0.00602407
        1559    -5.37216    -5.50545  0.00602081
        1560    -5.37453    -5.50537  0.00601754
        1561    -5.37772    -5.50528  0.00601424
        1562    -5.38109    -5.50521  0.00601091
        1563    -5.38402    -5.50513  0.00600757
        1564    -5.38681    -5.50505   0.0060042
        1565    -5.38944    -5.50498  0.00600082
        1566    -5.39234    -5.50491  0.00599742
        1567    -5.39521    -5.50484    0.005994
        1568    -5.39802    -5.50477  0.00599056
        1569    -5.40107     -5.5047  0.00598711
        1570    -5.40374    -5.50464  0.00598364
        1571    -5.40618    -5.50457  0.00598016
        1572    -5.40852    -5.50451  0.00597667
        1573    -5.41092    -5.50445  0.00597317
        1574    -5.41305     -5.5044  0.00596965
        1575    -5.41508    -5.50434  0.00596613
        1576    -5.41699    -5.50428   0.0059626
        1577    -5.41908    -5.50423  0.00595907
        1578     -5.4209    -5.50418  0.00595553
        1579    -5.42276    -5.50413  0.00595198
        1580    -5.42465    -5.50408  0.00594842
        1581    -5.42597    -5.50403  0.00594487
        1582    -5.42718    -5.50398  0.00594131
        1583    -5.42813    -5.50393  0.00593775
        1584    -5.42943    -5.50388  0.00593418
        1585    -5.43078    -5.50384  0.00593062
        1586    -5.43191    -5.50379  0.00592705
        1587    -5.43295    -5.50375  0.00592349
        1588    -5.43453     -5.5037  0.00591992
        1589    -5.43575    -5.50366  0.00591635
        1590    -5.43692    -5.50362  0.00591277
        1591    -5.43745    -5.50358   0.0059092
        1592    -5.43797    -5.50354  0.00590563
        1593    -5.43832    -5.50349  0.00590207
        1594    -5.43958    -5.50345   0.0058985
        1595     -5.4401    -5.50341  0.00589494
        1596     -5.4408    -5.50338  0.00589138
        1597    -5.44183    -5.50334  0.00588781
        1598    -5.44292     -5.5033  0.00588425
        1599    -5.44345    -5.50326  0.00588069
        1600    -5.44419    -5.50322  0.00587713
        1601     -5.4453    -5.50319  0.00587357
        1602    -5.44617    -5.50315  0.00587001
        1603     -5.4474    -5.50312  0.00586645
        1604    -5.44823    -5.50308  0.00586289
        1605    -5.44958    -5.50305  0.00585934
        1606    -5.45081    -5.50302  0.00585578
        1607    -5.45161    -5.50299  0.00585222
        1608    -5.45303    -5.50295  0.00584866
        1609    -5.45459    -5.50292  0.00584511
        1610    -5.45582     -5.5029  0.00584155
        1611    -5.45699    -5.50287  0.00583799
        1612    -5.45795    -5.50284  0.00583444
        1613    -5.45941    -5.50281  0.00583088
        1614    -5.46029    -5.50279  0.00582733
        1615    -5.46058    -5.50276  0.00582378
        1616     -5.4616    -5.50273  0.00582023
        1617    -5.46228    -5.50271  0.00581669
        1618    -5.46244    -5.50268  0.00581314
        1619    -5.46222    -5.50266  0.00580961
        1620    -5.46174    -5.50263  0.00580608
        1621      -5.461    -5.50261  0.00580255
        1622    -5.46014    -5.50258  0.00579903
