Generation Loss_Best Loss_Average_Half
382 7385.78 7450.37
383 7385.78 7410.35
384 7385.78 7415.09
385 7385.78 7439.25
386 7385.78 7448.17
387 7385.78 7428.18
388 7385.78 7392.94
389 7383.99 7408.1
390 7383.99 7420.69
391 7383.99 7428.73
392 7383.99 7423.39
393 7383.99 7419.3
394 7383.99 7419.86
395 7383.99 7427.17
396 7349.14 7433.73
397 7349.14 7414.14
398 7349.14 7436.12
399 7349.14 7414.46
400 7349.14 7410.18
401 7349.14 7416.91
402 7349.14 7415.03
403 7349.14 7449.37
404 7349.14 7432.28
405 7349.14 7456.17
406 7349.14 7409.85
407 7349.14 7386.8
408 7349.14 7411.45
409 7349.14 7430.72
410 7349.14 7428.8
411 7349.14 7408.98
412 7349.14 7405.07
413 7349.14 7383.68
414 7349.14 7393.8
415 7349.14 7396.59
416 7349.14 7411.31
417 7346.46 7401.19
418 7346.46 7434.13
419 7346.46 7463.35
420 7346.46 7544.09
421 7346.46 7604.92
422 7346.46 7601.89
423 7346.46 7591.32
424 7315.85 7556.61
425 7315.85 7488.75
426 7315.85 7478.7
427 7315.85 7403.27
428 7315.85 7417.56
429 7315.85 7419.64
430 7315.85 7406.91
431 7315.85 7382.91
432 7315.85 7385.19
433 7279.81 7355.7
434 7279.81 7343.52
435 7279.81 7362.95
436 7279.81 7401.82
437 7279.81 7356.51
438 7279.81 7375.82
439 7279.81 7383.32
440 7279.81 7349.65
441 7238.59 7335.82
442 7238.59 7352.15
443 7238.59 7305.55
444 7238.59 7299.55
445 7238.59 7315.55
446 7238.59 7310.24
447 7238.59 7344.75
448 7238.59 7314.06
449 7238.59 7332.12
450 7238.59 7290.26
451 7238.59 7287.66
452 7238.59 7318.78
453 7238.59 7342.17
454 7238.59 7307.56
455 7238.59 7337.01
456 7238.59 7307.91
457 7238.59 7379.12
458 7238.59 7334.13
459 7238.59 7352.84
460 7238.59 7312.67
461 7238.59 7312.73
462 7238.59 7320.94
463 7238.59 7339.68
464 7238.59 7319.6
465 7238.59 7302.53
466 7238.59 7324.26
467 7234.66 7278.07
468 7234.66 7322.14
469 7234.66 7534.54
470 7234.66 7677.06
471 7234.66 7768.87
472 7234.66 7689.22
473 7234.66 7627.23
474 7109.25 7418.37
475 7109.25 7377.83
476 7104.29 7292.34
477 7104.29 7269.73
478 7104.29 7207.93
479 7104.29 7231.14
