# BLOCK     VELOCITY     AVE_POFV     CUM_AVG_POFV     ERROR
          19     3.35619  0.00203052 0.000601722 0.000167257
          19     3.49603 0.000573843 0.000324094 0.000109859
          19     3.63587           0 0.000130102 5.55373e-05
          19     3.77571           0 0.000113839 5.85962e-05
          19     3.91555           0 4.29802e-05 2.64113e-05
          19     4.05539           0 7.55057e-05 4.72516e-05
          20           0   0.0139267   0.0114228 0.000623022
          20    0.139841   0.0960746   0.0805411  0.00176173
          20    0.279682    0.230442    0.208036  0.00287019
          20    0.419524    0.386792    0.365739  0.00312044
          20    0.559365    0.544334    0.527075  0.00548035
          20    0.699206    0.623988    0.656419  0.00555418
          20    0.839047    0.738007    0.749111  0.00364235
          20    0.978888     0.75542    0.782743  0.00571421
          20     1.11873    0.749881    0.757203  0.00543517
          20     1.25857    0.693357    0.699779  0.00503338
          20     1.39841    0.600284    0.601463  0.00416642
          20     1.53825    0.493814    0.490689   0.0045786
          20     1.67809     0.38421    0.383836  0.00362762
          20     1.81794    0.292373    0.285285  0.00347796
          20     1.95778     0.20356    0.202521   0.0025721
          20     2.09762    0.142468    0.139677  0.00177506
          20     2.23746   0.0944634   0.0890991  0.00178049
          20      2.3773   0.0466579   0.0516349  0.00129564
          20     2.51714   0.0254036   0.0311796  0.00141826
          20     2.65698   0.0189589   0.0175585  0.00090504
          20     2.79682  0.00730547  0.00928302 0.000605814
          20     2.93666  0.00512045  0.00533895 0.000509653
          20     3.07651  0.00244987  0.00273127 0.000318876
          20     3.21635 0.000838694  0.00128232 0.000244175
          20     3.35619 0.000463489 0.000594811 0.000159037
          20     3.49603 0.000375205 0.000326649 0.000104396
          20     3.63587           0 0.000123597   5.314e-05
          20     3.77571           0 0.000108147 5.59422e-05
          20     3.91555           0 4.08312e-05  2.5178e-05
          20     4.05539           0 7.17304e-05 4.50396e-05
